
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Pt Distance from Origin Type=Spine Terminal,135.868,167.638,145.527,7.88343,143.636,9168.22,63,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Spine Branch,135.984,167.019,143.185,5.32252,143.603,4009.17,28,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,34,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,63,,Point,,,0,,,,,1,Spine Terminal,
Pt Generation Type=Spine Branch,0,0,0,0,0,0,28,,Point,,,0,,,,,1,Spine Branch,
Pt Position X Type=Dendrite Beginning,62.4399,62.4399,62.4399,0.0088814,62.4399,62.4399,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,142.992,142.992,142.992,0.0190222,142.992,142.992,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,62.9265,133.032,91.7008,19.1896,85.9411,3117.83,34,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,63.0075,133.092,87.6023,16.9514,83.5767,5518.95,63,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position X Type=Spine Branch,68.4892,129.059,82.9444,11.5525,83.0363,2322.44,28,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Y Type=Dendrite Beginning,120.484,120.484,120.484,0,120.484,120.484,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,101.526,101.526,101.526,0,101.526,101.526,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,102.208,120.432,113.453,5.34077,115.885,3857.41,34,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,101.539,121.405,114.94,4.97751,115.503,7241.22,63,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Spine Branch,105.699,120.214,116.053,3.26694,115.99,3249.49,28,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Z Type=Dendrite Beginning,6.28172,6.28172,6.28172,0.000854356,6.28172,6.28172,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,9.1535,9.1535,9.1535,0,9.1535,9.1535,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,5.51443,8.11001,6.57455,0.828099,6.34418,223.535,34,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,4.21692,8.74634,6.45945,1.06038,6.70828,406.946,63,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Spine Branch,5.14204,8.17147,6.12042,0.66681,6.17326,171.372,28,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,34,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,63,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Type=Spine Branch,0,0,0,0,0,0,28,s,Point,,,0,,,,,1,Spine Branch,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,34,34,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,63,63,,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Spine Branch,1,1,1,0,1,28,28,,Point,,,0,,,,,1,Spine Branch,
Spine Area,0.239299,9.03865,1.67895,1.4778,1.15155,152.784,91,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,19.2989,100.19,55.4258,26.2987,59.0195,4932.9,89,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.133415,1.91083,1.02478,0.403403,1.02043,93.2549,91,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,0.497253,75.8529,25.7888,16.7171,22.4228,2346.78,91,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,136.022,167.958,147.123,8.72093,144.363,5002.2,34,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,34,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,62.9265,133.032,91.7008,19.1896,85.9411,3117.83,34,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,102.208,120.432,113.453,5.34077,115.885,3857.41,34,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,5.51443,8.11001,6.57455,0.828099,6.34418,223.535,34,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,34,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,34,34,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,91,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,91,91,,Spine,,,0,,,1,,1,,
Spine Branchings,0,1,0.307692,0.461538,0,28,91,,Spine,,,0,,,1,,1,,
Spine Length,0,5.00139,0.918806,1.06548,0.555569,83.6114,91,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.393941,1.91083,1.05091,0.380607,1.09302,95.6324,91,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.234425,1.4741,0.70675,0.27038,0.634716,64.3143,91,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.133415,1.33151,0.497143,0.292039,0.453656,45.24,91,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,4.2033,0.473583,0.945321,0,43.0961,91,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.29017,0.273704,0.363606,0,24.907,91,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,0.891303,0.187292,0.259474,0,17.0436,91,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,0.813575,0.143489,0.219906,0,13.0575,91,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,1.38568,0.109254,0.221444,0.0310681,9.94214,91,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-173.627,168.418,3.04522,93.9908,40.769,277.115,91,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,0.984325,0.145114,0.229767,0.00255621,13.2054,91,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.149246,1.78741,0.61679,0.394043,0.499122,56.1279,91,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,2.49395,0.412549,0.564795,0.156106,37.542,91,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.204287,1.73147,0.938886,0.370229,0.884683,85.4386,91,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.157163,1.91083,0.774164,0.407906,0.637573,70.449,91,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.35822,0.485317,0.408893,0.502119,44.1638,91,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.146158,1.4741,0.786144,0.290991,0.753981,71.5391,91,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.145289,1.69675,0.681654,0.370079,0.573673,62.0305,91,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.35822,0.413603,0.37086,0.433757,37.6379,91,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.133415,1.33151,0.664665,0.293444,0.668967,60.4845,91,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.133415,1.69675,0.601001,0.37616,0.530567,54.6911,91,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.35822,0.360372,0.352722,0.261496,32.7939,91,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,1.13654,0.0887141,0.212226,0.0160825,8.07298,91,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.00199315,2.54052,0.314351,0.465168,0.0816337,28.6059,91,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.87641,0.101861,0.146421,0.0358095,9.26931,91,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,63.0427,133.048,86.1011,15.5695,83.368,7835.2,91,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,101.957,120.803,115.191,4.41324,115.805,10482.4,91,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,4.87608,8.31257,6.26991,0.803776,6.21086,570.562,91,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.0425518,129.333,16.6029,33.878,1.94284,1510.86,91,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.632575,1,0.912043,0.080252,0.93152,82.9959,91,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.133415,1.35938,0.576149,0.256624,0.533739,52.4296,91,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,1.86145,76.6727,26.9291,16.9829,22.9202,2450.55,91,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,135.868,167.638,145.527,7.88343,143.636,9168.22,63,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,63,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,358,4025,2069.43,822.7,2082,130374,63,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,63.0075,133.092,87.6023,16.9514,83.5767,5518.95,63,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,101.539,121.405,114.94,4.97751,115.503,7241.22,63,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,4.21692,8.74634,6.45945,1.06038,6.70828,406.946,63,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,63,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,63,63,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.00124341,1.3153,0.166897,0.233547,0.0796134,15.1876,91,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,91,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,91,91,,Spine,,,0,,,1,,1,,
Spine Volume,0.0155669,1.59026,0.238023,0.265699,0.128034,21.6601,91,um^3,Spine,,,0,,,1,,1,,
