Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,66,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,86,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,66,66,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,86,86,,Point,,,0,,,,,1,Spine Terminal
Spine Area,0.623539,8.88189,2.73299,1.69041,2.26447,235.037,86,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,6.53906,88.5513,61.8153,19.0734,64.3609,3214.39,52,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.778137,1.77364,1.26537,0.205903,1.29141,108.822,86,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,0.881961,77.591,31.8124,22.3821,27.6015,2735.86,86,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,79.3095,149.408,109.808,20.0428,105.798,7247.33,66,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,66,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,73.3351,144.095,104.017,20.6072,99.2906,6865.11,66,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,27.112,35.9478,32.19,1.96588,32.327,2124.54,66,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,11.6351,16.3501,13.1899,1.15195,13.2531,870.534,66,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,66,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,66,66,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,86,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,86,86,,Spine,,,0,,,1,,1,
Spine Branchings,0,0,0,0,0,0,86,,Spine,,,0,,,1,,1,
Spine Length,0.363428,4.19794,1.26313,0.757629,0.981608,108.629,86,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.830389,1.8161,1.38555,0.176738,1.40779,119.157,86,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.436383,1.47405,0.944003,0.235241,0.947512,81.1842,86,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.25,1.24438,0.565841,0.22937,0.585016,48.6623,86,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,3.38221,0.541078,0.729862,0.16074,46.5327,86,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.46559,0.648632,0.487255,0.783745,55.7823,86,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.2971,0.520694,0.420135,0.566741,44.7797,86,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,1.28771,0.439218,0.394585,0.370116,37.7728,86,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,1.32845,0.305451,0.330869,0.184565,26.2688,86,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-135.012,172.403,9.77705,88.8616,17.2674,840.826,86,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,0.675155,0.081775,0.132012,0,7.03265,86,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.316519,1.41602,0.658064,0.235764,0.593833,56.5935,86,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,2.10676,0.617679,0.404365,0.493155,53.1204,86,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.830389,1.8161,1.37647,0.180799,1.38756,118.377,86,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.25,1.40251,0.830197,0.235793,0.846701,71.3969,86,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.8152,1.01194,0.391698,1.04691,87.0265,86,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.72786,1.73536,1.18981,0.204028,1.18899,102.323,86,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.25,1.31744,0.731374,0.217711,0.744713,62.8982,86,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.5598,0.844069,0.390075,0.924015,72.5899,86,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.25,1.68436,0.984,0.296061,1.07314,84.624,86,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.25,1.24438,0.615549,0.2112,0.631571,52.9373,86,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.36622,0.717037,0.366094,0.812332,61.6651,86,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.982033,0.179953,0.215097,0.115288,15.4759,86,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.02825,1.20569,0.242176,0.201963,0.1779,20.8271,86,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.98994,0.331306,0.229069,0.276352,28.4923,86,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,73.2114,144.794,101.817,20.9438,97.9292,8756.29,86,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,27.5363,35.982,31.9651,1.9423,31.7663,2749,86,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,11.0888,16.6282,13.1287,1.24343,13.1405,1129.07,86,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.63799,28.0198,5.8846,7.74115,1.86901,506.076,86,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.670422,0.999022,0.880673,0.0670162,0.891564,75.7379,86,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.25,1.24438,0.641034,0.191286,0.635868,55.129,86,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,2.06279,79.5392,33.3877,22.3013,29.3779,2871.34,86,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,79.4192,150.839,107.715,20.4205,103.969,9263.51,86,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,86,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,601,4095,2614.22,864.711,2414,224823,86,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,73.0169,145.768,101.84,21.0599,98.2361,8758.22,86,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,27.9372,36.1306,31.9571,2.14016,32.0267,2748.31,86,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,10.8382,17.2727,13.3039,1.36947,13.2421,1144.14,86,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,86,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,86,86,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.00818123,1.00892,0.177373,0.181419,0.134617,15.254,86,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,86,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,86,86,,Spine,,,0,,,1,,1,
Spine Volume,0.051573,1.59404,0.475962,0.368479,0.348674,40.9327,86,um^3,Spine,,,0,,,1,,1,
