
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament BoundingBoxAA Length Z,5.75804,5.75804,5.75804,0,5.75804,5.75804,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxOO Length A,5.33069,5.33069,5.33069,0,5.33069,5.33069,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length B,10.5666,10.5666,10.5666,0.00178105,10.5666,10.5666,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length C,75.4573,75.4573,75.4573,0,75.4573,75.4573,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament Dendrite Area (sum),264.372,264.372,264.372,0.0256067,264.372,264.372,1,um^2,Filament,,,,,,,,1,,
Filament Dendrite Length (sum),79.2564,79.2564,79.2564,0.0150513,79.2564,79.2564,1,um,Filament,,,,,,,,1,,
Filament Dendrite Volume (sum),71.0252,71.0252,71.0252,0.0119006,71.0252,71.0252,1,um^3,Filament,,,,,,,,1,,
Filament Distance from Origin,61.864,61.864,61.864,0.00679042,61.864,61.864,1,um,Filament,,Filament Distance from Origin,,,,,,1,,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Length (sum),217.288,217.288,217.288,0,217.288,217.288,1,um,Filament,,,,,,,,1,,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Branches,0,1,0.975309,0.155183,1,79,81,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,1939,1939,1939,0,1939,1939,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,1,0.973684,0.160073,1,74,76,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,74,74,74,0,74,74,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,74,74,74,0,74,74,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,1940,1940,1940,0,1940,1940,1,,Filament,,,,,,,,1,,
Filament Position X,37.3592,37.3592,37.3592,0,37.3592,37.3592,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,48.8822,48.8822,48.8822,0.00816114,48.8822,48.8822,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,6.47896,6.47896,6.47896,0,6.47896,6.47896,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),310.306,310.306,310.306,0.0529234,310.306,310.306,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),138.032,138.032,138.032,0,138.032,138.032,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),56.031,56.031,56.031,0.00887889,56.031,56.031,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),127.056,127.056,127.056,0,127.056,127.056,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,53.8419,91.3426,72.1482,11.6121,71.325,2092.3,29,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,0.581053,0.581053,0.581053,4.82237e-05,0.581053,0.581053,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.749273,1.4843,1.08447,0.171812,1.1081,50.9701,47,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,1.04778,1.04778,1.04778,0.000181579,1.04778,1.04778,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.26,1.15893,0.729585,0.186192,0.709213,53.9893,74,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,2.35064,77.8528,37.2202,24.2741,34.9182,1749.35,47,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,79.2564,79.2564,79.2564,0.0150513,79.2564,79.2564,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,4.04192,78.5154,36.0476,23.6939,34.5565,2667.52,74,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,56.8576,56.8576,56.8576,0,56.8576,56.8576,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,86.5482,86.5482,86.5482,0.00238515,86.5482,86.5482,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,56.3931,85.3376,66.0742,9.94645,62.2811,3105.49,47,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,53.851,85.2174,64.8516,9.54248,61.1196,4799.02,74,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,47,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,74,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,52.817,52.817,52.817,0.00510151,52.817,52.817,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,15.5998,15.5998,15.5998,0,15.5998,15.5998,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,16.0647,51.5951,35.5566,11.0816,36.5297,1671.16,47,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,15.6126,52.7321,36.8925,11.2222,37.2462,2730.04,74,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,20.2086,20.2086,20.2086,0.00304305,20.2086,20.2086,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,84.9407,84.9407,84.9407,0.0101524,84.9407,84.9407,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,22.1492,83.6299,51.3126,20.0088,49.9726,2411.69,47,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,22.5355,83.5874,48.7576,19.722,49.0271,3608.06,74,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,5.89641,5.89641,5.89641,0,5.89641,5.89641,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,5.68385,5.68385,5.68385,0.000227862,5.68385,5.68385,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,5.50043,7.39765,6.64113,0.468649,6.81196,312.133,47,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,3.53133,8.62743,6.52349,0.988319,6.81242,482.738,74,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,47,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,74,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,47,47,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,74,74,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,1.02886,11.1722,4.19333,2.61868,3.68376,310.306,74,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,53.8419,91.3426,72.1482,11.6121,71.325,2092.3,29,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.749273,1.4843,1.08764,0.171173,1.1081,80.4853,74,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,2.35064,77.8528,34.0032,23.8027,33.8034,2516.24,74,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,56.3931,85.3376,66.0742,9.94645,62.2811,3105.49,47,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,47,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,16.0647,51.5951,35.5566,11.0816,36.5297,1671.16,47,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,22.1492,83.6299,51.3126,20.0088,49.9726,2411.69,47,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,5.50043,7.39765,6.64113,0.468649,6.81196,312.133,47,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,47,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,47,47,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,74,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,74,74,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,74,,Spine,,,0,,,1,,1,,
Spine Length,0.486289,5.30814,1.8653,1.21278,1.55171,138.032,74,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.896154,1.69565,1.30202,0.169621,1.29514,96.3495,74,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.412771,1.3111,0.872316,0.219031,0.882043,64.5514,74,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.26,1.13146,0.544106,0.251937,0.504639,40.2639,74,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,4.40584,1.06972,1.15683,0.80121,79.1593,74,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.53064,0.79419,0.488954,0.907482,58.7701,74,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.31157,0.551943,0.384273,0.584392,40.8438,74,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.31157,0.414923,0.354385,0.32127,30.7043,74,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,1.92599,0.532491,0.529498,0.355247,39.4043,74,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-178.35,179.226,-33.2785,110.694,-3.96763,-2462.61,74,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,1.20207,0.253025,0.325772,0.111944,18.7239,74,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.428888,1.87637,0.851012,0.361346,0.749054,62.9749,74,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,2.48501,0.793986,0.585612,0.653819,58.7549,74,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.860697,1.69565,1.29927,0.172014,1.29036,96.1459,74,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.389416,1.24603,0.875425,0.204652,0.893519,64.7814,74,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.56985,0.897797,0.36004,0.93204,66.4369,74,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.665911,1.45646,1.11269,0.174062,1.09335,82.339,74,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.300308,1.16174,0.774304,0.198744,0.760802,57.2985,74,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.3956,0.718327,0.380137,0.687071,53.1562,74,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.26,1.34073,0.858105,0.278681,0.892728,63.4998,74,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.26,1.1475,0.650806,0.21661,0.652513,48.1596,74,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.3649,0.612881,0.380073,0.504639,45.3532,74,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,1.32387,0.417309,0.331586,0.339641,30.8808,74,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0447594,1.37591,0.37203,0.307306,0.28276,27.5302,74,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.89356,0.28507,0.204283,0.239928,21.0952,74,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,15.9841,51.8699,36.9274,11.0571,37.5688,2732.63,74,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,22.4436,83.5747,48.7004,19.6959,49.0406,3603.83,74,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,4.90914,7.56417,6.50033,0.646459,6.67658,481.024,74,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.581282,41.5138,8.98936,10.928,4.10697,665.213,74,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.578664,0.998978,0.87009,0.0858587,0.877774,64.3867,74,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.26,1.15893,0.729585,0.186192,0.709213,53.9893,74,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,4.04192,78.5154,36.0476,23.6939,34.5565,2667.52,74,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,53.851,85.2174,64.8516,9.54248,61.1196,4799.02,74,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,74,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,869,4095,2440.16,754.219,2384,180572,74,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,15.6126,52.7321,36.8925,11.2222,37.2462,2730.04,74,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,22.5355,83.5874,48.7576,19.722,49.0271,3608.06,74,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,3.53133,8.62743,6.52349,0.988319,6.81242,482.738,74,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,74,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,74,74,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.00920277,0.815027,0.243769,0.18114,0.186779,18.0389,74,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,74,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,74,74,,Spine,,,0,,,1,,1,,
Spine Volume,0.0791124,2.13879,0.757175,0.544659,0.643254,56.031,74,um^3,Spine,,,0,,,1,,1,,
