Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Filament Spine Area (sum),153.445,153.445,153.445,0,153.445,153.445,1,um^2,Filament,,,,,,,,1,
Filament Spine Length (sum),74.3221,74.3221,74.3221,0.0145487,74.3221,74.3221,1,um,Filament,,,,,,,,1,
Filament Spine Volume (sum),23.5417,23.5417,23.5417,0.00162669,23.5417,23.5417,1,um^3,Filament,,,,,,,,1,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament Volume (sum),153.973,153.973,153.973,0,153.973,153.973,1,um^3,Filament,,,,,,,,1,
Pt Branching Angle Type=Spine Attachment,21.0655,92.1619,69.5211,16.6862,75.0509,2641.8,38,°,Point,,,0,,,,,1,Spine Attachment
Pt Branching Angle Type=Spine Branch,7.38041,93.576,48.3071,23.8553,52.1727,966.143,20,°,Point,,,0,,,,,1,Spine Branch
Pt Diameter Type=Dendrite Beginning,0.595961,0.595961,0.595961,0.000111765,0.595961,0.595961,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Diameter Type=Spine Attachment,1.03268,2.0072,1.46771,0.22394,1.47659,57.2408,39,um,Point,,,0,,,,,1,Spine Attachment
Pt Diameter Type=Dendrite Terminal,1.49394,1.49394,1.49394,0.000170063,1.49394,1.49394,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Diameter Type=Spine Terminal,0.31,0.973317,0.532219,0.149599,0.523218,32.9976,62,um,Point,,,0,,,,,1,Spine Terminal
Pt Diameter Type=Spine Branch,0.31,1.75573,0.92881,0.373612,0.945989,19.505,21,um,Point,,,0,,,,,1,Spine Branch
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Distance Type=Spine Attachment,1.78933,87.0151,40.2586,24.69,38.5949,1570.08,39,um,Point,,,0,,,,,1,Spine Attachment
Pt Distance Type=Dendrite Terminal,88.9545,88.9545,88.9545,0.00407132,88.9545,88.9545,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Distance Type=Spine Terminal,3.99622,90.3101,39.7831,24.6775,38.0218,2466.55,62,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance Type=Spine Branch,3.78981,87.323,35.5858,25.1338,31.9417,747.302,21,um,Point,,,0,,,,,1,Spine Branch
Pt Distance from Origin Type=Dendrite Beginning,115.128,115.128,115.128,0.0205175,115.128,115.128,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning
Pt Distance from Origin Type=Dendrite Terminal,153.22,153.22,153.22,0.0112537,153.22,153.22,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Spine Attachment,109.498,152.259,123.266,12.5734,118.54,4807.36,39,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment
Pt Distance from Origin Type=Spine Terminal,107.441,155.226,122.626,12.7858,117.961,7602.8,62,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal
Pt Distance from Origin Type=Spine Branch,108.835,152.53,121.535,12.8809,116.622,2552.23,21,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,39,,Point,,,0,,,,,1,Spine Attachment
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,62,,Point,,,0,,,,,1,Spine Terminal
Pt Generation Type=Spine Branch,0,0,0,0,0,0,21,,Point,,,0,,,,,1,Spine Branch
Pt Position X Type=Dendrite Beginning,94.3709,94.3709,94.3709,0.0162885,94.3709,94.3709,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Dendrite Terminal,63.2342,63.2342,63.2342,0,63.2342,63.2342,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position X Type=Spine Attachment,64.3244,93.3427,74.8843,8.71248,73.4358,2920.49,39,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,62.1071,94.0529,75.9091,9.11449,75.2286,4706.37,62,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position X Type=Spine Branch,64.5466,91.9502,77.2555,9.37591,74.8718,1622.37,21,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Y Type=Dendrite Beginning,65.7723,65.7723,65.7723,0,65.7723,65.7723,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Dendrite Terminal,139.42,139.42,139.42,0.0251058,139.42,139.42,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Y Type=Spine Attachment,67.2332,137.862,95.8763,20.9745,92.8435,3739.18,39,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,66.5809,140.057,94.2082,21.0575,90.0269,5840.91,62,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Spine Branch,66.5288,138.06,91.6,21.3604,86.2274,1923.6,21,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Z Type=Dendrite Beginning,4.75,4.75,4.75,0,4.75,4.75,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Dendrite Terminal,6.32388,6.32388,6.32388,0.000354582,6.32388,6.32388,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Z Type=Spine Attachment,4.74137,7.22512,6.03976,0.517301,6.14538,235.551,39,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,4.81925,7.17805,6.02946,0.571899,6.15763,373.827,62,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Spine Branch,4.93919,6.84128,5.7625,0.52419,5.63647,121.013,21,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,39,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,62,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Type=Spine Branch,0,0,0,0,0,0,21,s,Point,,,0,,,,,1,Spine Branch
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,39,39,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,62,62,,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Spine Branch,1,1,1,0,1,21,21,,Point,,,0,,,,,1,Spine Branch
Spine Area,0.349968,7.11725,1.84873,1.33462,1.4057,153.445,83,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,7.38041,93.576,58.6421,23.236,62.6477,4574.09,78,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.31,2.0072,1.19762,0.415898,1.20518,99.4027,83,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,1.78933,87.323,37.546,24.9137,34.5183,3116.32,83,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,109.498,152.259,123.266,12.5734,118.54,4807.36,39,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,39,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,64.3244,93.3427,74.8843,8.71248,73.4358,2920.49,39,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,67.2332,137.862,95.8763,20.9745,92.8435,3739.18,39,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,4.74137,7.22512,6.03976,0.517301,6.14538,235.551,39,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,39,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,39,39,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,83,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,83,83,,Spine,,,0,,,1,,1,
Spine Branchings,0,2,0.26506,0.467867,0,22,83,,Spine,,,0,,,1,,1,
Spine Length,0,3.9031,0.895447,0.848293,0.633278,74.3221,83,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.368174,2.0072,1.23107,0.389678,1.22492,102.178,83,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.327926,1.62172,0.815551,0.305644,0.798465,67.6907,83,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.31,1.50004,0.562843,0.292988,0.45751,46.716,83,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,3.18347,0.379452,0.726085,0,31.4945,83,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.43714,0.262867,0.343728,0,21.818,83,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.19665,0.220545,0.285244,0,18.3053,83,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,1.11104,0.201029,0.259357,0,16.6854,83,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,0.834913,0.0968394,0.154498,0.0393093,8.03767,83,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-175.212,178.949,-5.32657,103.238,10.8349,-442.105,83,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,1.1452,0.142198,0.202486,0.0332892,11.8024,83,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.155,1.92453,0.589191,0.320121,0.519325,48.9029,83,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,1.96335,0.373502,0.453388,0.19103,31.0007,83,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.310355,2.0072,1.14929,0.421805,1.1447,95.3907,83,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.31,1.75573,0.786206,0.392619,0.678939,65.2551,83,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.46691,0.495488,0.434973,0.436615,41.1255,83,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.310111,1.69453,0.945624,0.334404,0.989335,78.4868,83,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.31,1.75573,0.720824,0.376292,0.597566,59.8284,83,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.46691,0.458791,0.41399,0.356397,38.0796,83,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.31,1.60369,0.780545,0.338982,0.749954,64.7852,83,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.31,1.75573,0.664017,0.38248,0.518441,55.1134,83,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.46691,0.434894,0.400748,0.31,36.0962,83,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,1.26495,0.103636,0.213938,0.0228643,8.60179,83,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.00779927,1.76544,0.297998,0.405886,0.126768,24.7338,83,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.597734,0.0991854,0.131216,0.0603457,8.23239,83,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,63.8129,93.125,76.2248,9.161,74.567,6326.66,83,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,66.5288,138.894,93.4751,21.1387,88.4285,7758.44,83,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,4.60044,7.08095,5.87972,0.538744,5.84923,488.017,83,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.0881761,44.5605,6.498,9.48959,1.7894,539.334,83,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.693813,1,0.94797,0.0570575,0.96804,78.6815,83,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.31,1.75573,0.632561,0.285938,0.551145,52.5026,83,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,3.78981,90.3101,38.7211,24.8608,36.1684,3213.86,83,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,107.441,155.226,122.626,12.7858,117.961,7602.8,62,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,62,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,317,1776,772.984,251.666,707,47925,62,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,62.1071,94.0529,75.9091,9.11449,75.2286,4706.37,62,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,66.5809,140.057,94.2082,21.0575,90.0269,5840.91,62,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,4.81925,7.17805,6.02946,0.571899,6.15763,373.827,62,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,62,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,62,62,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.0155985,2.83381,0.232155,0.415155,0.0876591,19.2688,83,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,83,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,83,83,,Spine,,,0,,,1,,1,
Spine Volume,0.0240983,2.30982,0.283635,0.335896,0.189046,23.5417,83,um^3,Spine,,,0,,,1,,1,
