
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament Distance from Origin,98.6286,98.6286,98.6286,0.0192869,98.6286,98.6286,1,um,Filament,,Filament Distance from Origin,,,,,,1,,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Length (sum),110.857,110.857,110.857,0,110.857,110.857,1,um,Filament,,,,,,,,1,,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Branches,0,1,0.969231,0.172692,1,63,65,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,1032,1032,1032,0,1032,1032,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,3,1,0.342997,1,51,51,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,36,36,36,0,36,36,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,36,36,36,0,36,36,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,1033,1033,1033,0,1033,1033,1,,Filament,,,,,,,,1,,
Filament Position X,95.6428,95.6428,95.6428,0.0190959,95.6428,95.6428,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,10.2472,10.2472,10.2472,0.000719187,10.2472,10.2472,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,21.7957,21.7957,21.7957,0.00145639,21.7957,21.7957,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),103.172,103.172,103.172,0.0116063,103.172,103.172,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),47.4908,47.4908,47.4908,0,47.4908,47.4908,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),18.8238,18.8238,18.8238,0,18.8238,18.8238,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),53.2135,53.2135,53.2135,0,53.2135,53.2135,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,9.15253,82.4843,60.7088,16.7866,62.371,1274.89,21,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,0.918862,0.918862,0.918862,0.000123189,0.918862,0.918862,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.595015,1.28877,0.970372,0.225956,1.03839,25.2297,26,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.475688,0.475688,0.475688,0,0.475688,0.475688,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.235,1.04993,0.596694,0.184922,0.605946,21.481,36,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,2.96379,60.1632,28.8097,19.0485,31.9811,749.053,26,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,63.3664,63.3664,63.3664,0,63.3664,63.3664,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,4.05756,62.0645,27.5144,18.5009,32.6395,990.517,36,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,94.8437,94.8437,94.8437,0.0181519,94.8437,94.8437,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,101.457,101.457,101.457,0,101.457,101.457,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,95.6557,106.974,100.235,3.68591,100.417,2606.11,26,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,94.2205,107.157,99.8285,3.79818,99.836,3593.83,36,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,26,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,36,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,88.0773,88.0773,88.0773,0.0109994,88.0773,88.0773,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,95.9121,95.9121,95.9121,0.00907594,95.9121,95.9121,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,89.5031,102.7,96.0486,4.40655,97.6938,2497.26,26,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,87.7664,103.379,95.5172,4.65509,97.2204,3438.62,36,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,31.9161,31.9161,31.9161,0,31.9161,31.9161,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,-14.6841,-14.6841,-14.6841,0.00140704,-14.6841,-14.6841,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,-13.4104,29.7319,9.43023,14.988,8.19455,245.186,26,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,-14.4894,31.1573,11.497,14.9747,8.05336,413.892,36,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,14.801,14.801,14.801,0,14.801,14.801,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,29.6447,29.6447,29.6447,0.00380761,29.6447,29.6447,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,15.9759,28.7381,22.0226,4.16005,22.3776,572.587,26,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,15.8945,28.8697,21.5023,4.02325,22.2863,774.082,36,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,26,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,36,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,26,26,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,36,36,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,0.614613,7.60475,2.86589,1.65024,2.64837,103.172,36,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,9.15253,82.4843,60.7088,16.7866,62.371,1274.89,21,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.595015,1.28877,1.03595,0.222928,1.11379,37.2943,36,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,2.96379,60.1632,25.9755,18.6253,31.9811,935.119,36,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,95.6557,106.974,100.235,3.68591,100.417,2606.11,26,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,26,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,89.5031,102.7,96.0486,4.40655,97.6938,2497.26,26,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,-13.4104,29.7319,9.43023,14.988,8.19455,245.186,26,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,15.9759,28.7381,22.0226,4.16005,22.3776,572.587,26,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,26,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,26,26,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,36,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,36,36,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,36,,Spine,,,0,,,1,,1,,
Spine Length,0.460026,2.55341,1.31919,0.566195,1.43339,47.4908,36,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.781875,1.55404,1.23011,0.230524,1.27909,44.284,36,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.403693,1.32945,0.856105,0.234196,0.836392,30.8198,36,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.235,0.913705,0.52131,0.187912,0.52732,18.7672,36,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,1.45807,0.604378,0.505331,0.607926,21.7576,36,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.55404,0.756547,0.492833,0.861416,27.2357,36,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.38777,0.59284,0.428761,0.624398,21.3423,36,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.27304,0.476767,0.375469,0.504368,17.1636,36,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,1.38899,0.387129,0.385505,0.227336,13.9366,36,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-177.635,172.779,-8.07181,98.09,-13.207,-290.585,36,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,0.80879,0.151199,0.167095,0.110554,5.44316,36,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.349907,1.03922,0.635852,0.177689,0.627604,22.8907,36,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,0.955766,0.561967,0.259197,0.615871,20.2308,36,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.781875,1.54966,1.22481,0.231623,1.26691,44.0933,36,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.278731,1.28014,0.747573,0.2454,0.731858,26.9126,36,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.55404,0.942195,0.358214,0.967971,33.919,36,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.499431,1.45783,1.08173,0.240374,1.09251,38.9421,36,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.254731,1.18088,0.658094,0.220654,0.648882,23.6914,36,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.41948,0.790289,0.343004,0.769365,28.4504,36,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.235,1.28877,0.885572,0.244328,0.951034,31.8806,36,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.235,1.04993,0.558497,0.202652,0.544658,20.1059,36,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.32882,0.666364,0.321953,0.624974,23.9891,36,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,0.794567,0.321532,0.245011,0.260459,11.5751,36,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0283743,0.883596,0.197886,0.16946,0.146587,7.12388,36,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.84966,0.291886,0.239204,0.210523,10.5079,36,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,88.6737,102.775,95.434,4.50225,97.0348,3435.62,36,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,-13.9799,30.3353,11.5372,14.8377,8.17199,415.339,36,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,15.6802,28.6744,21.3662,4.08539,22.3458,769.182,36,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.906448,29.1586,5.57047,6.43077,3.34374,200.537,36,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.679164,0.999411,0.845979,0.0802667,0.852945,30.4552,36,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.235,1.04993,0.596694,0.184922,0.605946,21.481,36,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,4.05756,62.0645,27.5144,18.5009,32.6395,990.517,36,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,94.2205,107.157,99.8285,3.79818,99.836,3593.83,36,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,36,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,213,2919,1040.94,572.206,1115,37474,36,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,87.7664,103.379,95.5172,4.65509,97.2204,3438.62,36,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,-14.4894,31.1573,11.497,14.9747,8.05336,413.892,36,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,15.8945,28.8697,21.5023,4.02325,22.2863,774.082,36,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,36,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,36,36,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0067952,0.606015,0.143479,0.122174,0.116493,5.16526,36,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,36,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,36,36,,Spine,,,0,,,1,,1,,
Spine Volume,0.0598118,1.67876,0.522883,0.43712,0.372447,18.8238,36,um^3,Spine,,,0,,,1,,1,,
