Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Filament Spine Area (sum),59.8761,59.8761,59.8761,0,59.8761,59.8761,1,um^2,Filament,,,,,,,,1,
Filament Spine Length (sum),23.3182,23.3182,23.3182,0,23.3182,23.3182,1,um,Filament,,,,,,,,1,
Filament Spine Volume (sum),11.0201,11.0201,11.0201,0,11.0201,11.0201,1,um^3,Filament,,,,,,,,1,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament Volume (sum),43.5306,43.5306,43.5306,0,43.5306,43.5306,1,um^3,Filament,,,,,,,,1,
Pt Branching Angle Type=Spine Attachment,34.9571,91.7232,71.0628,15.1969,74.3277,1350.19,19,°,Point,,,0,,,,,1,Spine Attachment
Pt Branching Angle Type=Spine Branch,10.9466,48.9696,27.131,16.016,35.9486,108.524,4,°,Point,,,0,,,,,1,Spine Branch
Pt Diameter Type=Dendrite Beginning,0.986434,0.986434,0.986434,0,0.986434,0.986434,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Diameter Type=Spine Attachment,0.795992,1.23304,1.06843,0.121529,1.04048,20.3002,19,um,Point,,,0,,,,,1,Spine Attachment
Pt Diameter Type=Dendrite Terminal,0.457318,0.457318,0.457318,0,0.457318,0.457318,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Diameter Type=Spine Terminal,0.21,1.13375,0.656349,0.235182,0.607762,15.096,23,um,Point,,,0,,,,,1,Spine Terminal
Pt Diameter Type=Spine Branch,0.878166,1.32515,1.15815,0.171257,1.26288,4.63261,4,um,Point,,,0,,,,,1,Spine Branch
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Distance Type=Spine Attachment,1.00423,43.0806,20.491,11.1382,23.0066,389.328,19,um,Point,,,0,,,,,1,Spine Attachment
Pt Distance Type=Dendrite Terminal,45.8556,45.8556,45.8556,0.00536893,45.8556,45.8556,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Distance Type=Spine Terminal,1.64657,44.1096,19.8796,11.0272,15.3675,457.23,23,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance Type=Spine Branch,5.36365,14.4092,9.91623,4.38076,14.1799,39.6649,4,um,Point,,,0,,,,,1,Spine Branch
Pt Distance from Origin Type=Dendrite Beginning,84.0745,84.0745,84.0745,0.00288806,84.0745,84.0745,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning
Pt Distance from Origin Type=Dendrite Terminal,87.4212,87.4212,87.4212,0.0134966,87.4212,87.4212,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Spine Attachment,77.8445,85.6692,80.376,1.94996,79.9767,1527.14,19,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment
Pt Distance from Origin Type=Spine Terminal,76.7888,86.2826,80.0136,2.37175,79.7209,1840.31,23,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal
Pt Distance from Origin Type=Spine Branch,77.0819,80.9352,79.3382,1.6573,80.9184,317.353,4,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,19,,Point,,,0,,,,,1,Spine Attachment
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,23,,Point,,,0,,,,,1,Spine Terminal
Pt Generation Type=Spine Branch,0,0,0,0,0,0,4,,Point,,,0,,,,,1,Spine Branch
Pt Position X Type=Dendrite Beginning,61.4925,61.4925,61.4925,0,61.4925,61.4925,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Dendrite Terminal,83.8612,83.8612,83.8612,0.00564097,83.8612,83.8612,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position X Type=Spine Attachment,61.2439,81.5953,68.5486,5.75644,70.8917,1302.42,19,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,60.0687,82.0105,67.2414,5.98414,64.6485,1546.55,23,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position X Type=Spine Branch,60.8787,64.4003,62.2834,1.45722,62.8724,249.134,4,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Y Type=Dendrite Beginning,56.4717,56.4717,56.4717,0,56.4717,56.4717,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Dendrite Terminal,22.6484,22.6484,22.6484,0.00354136,22.6484,22.6484,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Y Type=Spine Attachment,24.1565,55.5079,39.4277,8.28768,38.0802,749.126,19,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,24.8805,55.4633,40.8393,8.2814,43.031,939.303,23,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Spine Branch,43.3901,52.192,47.8235,4.35475,52.1638,191.294,4,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Z Type=Dendrite Beginning,9.90646,9.90646,9.90646,0.00136445,9.90646,9.90646,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Dendrite Terminal,9.83913,9.83913,9.83913,0,9.83913,9.83913,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Z Type=Spine Attachment,9.7816,11.6708,10.4199,0.513868,10.2501,197.977,19,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,9.43991,11.9094,10.6655,0.638106,10.7016,245.305,23,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Spine Branch,10.2673,10.8432,10.4805,0.230619,10.5166,41.9221,4,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,19,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,23,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Type=Spine Branch,0,0,0,0,0,0,4,s,Point,,,0,,,,,1,Spine Branch
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,19,19,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,23,23,,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Spine Branch,1,1,1,0,1,4,4,,Point,,,0,,,,,1,Spine Branch
Spine Area,0.686705,4.53543,2.21763,0.968214,2.00214,59.8761,27,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,10.9466,91.7232,58.046,25.3167,64.086,1567.24,27,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.795992,1.32515,1.09502,0.144089,1.12442,29.5655,27,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,1.00423,43.0806,17.3577,10.7844,14.1799,468.658,27,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,77.8445,85.6692,80.376,1.94996,79.9767,1527.14,19,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,19,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,61.2439,81.5953,68.5486,5.75644,70.8917,1302.42,19,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,24.1565,55.5079,39.4277,8.28768,38.0802,749.126,19,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,9.7816,11.6708,10.4199,0.513868,10.2501,197.977,19,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,19,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,19,19,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,27,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,27,27,,Spine,,,0,,,1,,1,
Spine Branchings,0,1,0.148148,0.355247,0,4,27,,Spine,,,0,,,1,,1,
Spine Length,0.36703,1.56011,0.863639,0.349371,0.783191,23.3182,27,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.878166,1.38457,1.1642,0.127508,1.17734,31.4334,27,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.473304,1.3106,0.930153,0.199118,0.931961,25.1141,27,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.21,1.26288,0.67695,0.291656,0.65116,18.2777,27,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,0.784659,0.207192,0.293779,0,5.59418,27,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.18631,0.40597,0.446853,0,10.9612,27,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.0373,0.353269,0.405838,0,9.53827,27,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,0.985016,0.301962,0.364276,0,8.15299,27,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,0.61632,0.154569,0.174106,0.0984099,4.17336,27,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-167.535,168.016,-34.8092,110.527,-10.5057,-939.848,27,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,0.17174,0.0278168,0.0460749,0,0.751052,27,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.346617,0.994074,0.552184,0.138651,0.538743,14.909,27,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,0.736769,0.341315,0.212667,0.295981,9.21551,27,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.878166,1.38457,1.15594,0.131204,1.16642,31.2103,27,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.437906,1.26288,0.837245,0.204051,0.808749,22.6056,27,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.31446,0.882596,0.334764,0.97709,23.8301,27,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.835998,1.35434,1.07885,0.153875,1.10501,29.129,27,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.319728,1.26288,0.772192,0.229242,0.725101,20.8492,27,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.31446,0.822141,0.342795,0.873101,22.1978,27,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.465342,1.32515,0.987856,0.21347,1.02079,26.6721,27,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.21,1.26288,0.697947,0.268567,0.65116,18.8446,27,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.31446,0.7634,0.347599,0.843608,20.6118,27,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.476706,0.124433,0.134182,0.106407,3.3597,27,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.0224956,0.623982,0.214839,0.158152,0.148037,5.80066,27,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.531864,0.190317,0.137012,0.172302,5.13855,27,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,60.5525,81.7118,66.6035,5.71546,64.2108,1798.29,27,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,24.5207,55.4839,41.9136,8.23455,43.5499,1131.67,27,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,9.70538,11.6385,10.4396,0.483096,10.3951,281.868,27,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.257257,22.6187,3.11927,4.78547,1.42539,84.2202,27,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.694171,0.999432,0.917088,0.0781309,0.927706,24.7614,27,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.21,1.32515,0.73069,0.288513,0.65116,19.7286,27,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,1.64657,44.1096,18.4035,10.9067,14.7777,496.895,27,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,76.7888,86.2826,80.0136,2.37175,79.7209,1840.31,23,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,23,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,483,4071,2353.48,944.658,2594,54130,23,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,60.0687,82.0105,67.2414,5.98414,64.6485,1546.55,23,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,24.8805,55.4633,40.8393,8.2814,43.031,939.303,23,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,9.43991,11.9094,10.6655,0.638106,10.7016,245.305,23,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,23,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,23,23,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.00484905,1.21841,0.304658,0.326117,0.144564,8.22577,27,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,27,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,27,27,,Spine,,,0,,,1,,1,
Spine Volume,0.0702175,1.00049,0.40815,0.267772,0.316812,11.0201,27,um^3,Spine,,,0,,,1,,1,
