
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament Volume (sum),79.5585,79.5585,79.5585,0,79.5585,79.5585,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,37.4581,91.1291,69.8273,14.3479,72.7846,2793.09,40,°,Point,,,0,,,,,1,Spine Attachment,
Pt Branching Angle Type=Spine Branch,1.53493,82.4094,46.1643,23.3383,53.6173,1292.6,28,°,Point,,,0,,,,,1,Spine Branch,
Pt Diameter Type=Dendrite Beginning,1.19633,1.19633,1.19633,0,1.19633,1.19633,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.546899,1.48395,1.06015,0.1943,1.06634,44.5265,42,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.670205,0.670205,0.670205,0.000107894,0.670205,0.670205,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.22,1.3345,0.612138,0.196356,0.578276,44.6861,73,um,Point,,,0,,,,,1,Spine Terminal,
Pt Diameter Type=Spine Branch,0.395838,1.45889,1.00206,0.236703,1.01432,28.0578,28,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,1.35893,54.6108,24.9435,14.6246,25.277,1047.63,42,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,55.4559,55.4559,55.4559,0.00913499,55.4559,55.4559,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,2.28671,55.5295,23.5978,14.768,24.2839,1722.64,73,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Spine Branch,1.7659,43.798,19.6024,14.2022,22.907,548.867,28,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance from Origin Type=Dendrite Beginning,117.513,117.513,117.513,0,117.513,117.513,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,162.286,162.286,162.286,0,162.286,162.286,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,118.774,162.302,139.788,12.5325,140.847,5871.11,42,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,118.377,162.658,137.114,12.976,137.421,10009.3,73,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Spine Branch,118.73,155.574,134.276,12.6222,137.195,3759.72,28,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,42,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,73,,Point,,,0,,,,,1,Spine Terminal,
Pt Generation Type=Spine Branch,0,0,0,0,0,0,28,,Point,,,0,,,,,1,Spine Branch,
Pt Position X Type=Dendrite Beginning,103.318,103.318,103.318,0.0112515,103.318,103.318,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,131.108,131.108,131.108,0.0228084,131.108,131.108,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,104.339,132.675,120.302,8.48677,122.355,5052.67,42,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,103.794,133.392,118.261,9.45183,119.829,8633.05,73,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position X Type=Spine Branch,104.007,130.004,116.161,9.64023,119.594,3252.51,28,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Y Type=Dendrite Beginning,55.6963,55.6963,55.6963,0.00304536,55.6963,55.6963,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,94.4101,94.4101,94.4101,0,94.4101,94.4101,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,56.4818,93.8341,70.2866,10.3347,69.0367,2952.04,42,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,56.5594,93.6116,68.5828,9.74172,66.6492,5006.55,73,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Spine Branch,56.4873,84.5925,66.6759,8.49165,66.373,1866.93,28,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Z Type=Dendrite Beginning,5.70323,5.70323,5.70323,0,5.70323,5.70323,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,15.3107,15.3107,15.3107,0.00247545,15.3107,15.3107,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,5.51833,14.9529,10.0642,2.23795,10.0591,422.696,42,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,4.22811,15.3053,9.4378,2.46171,9.52191,688.959,73,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Spine Branch,5.10886,12.6149,8.87245,2.53865,10.2486,248.429,28,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,42,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,73,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Type=Spine Branch,0,0,0,0,0,0,28,s,Point,,,0,,,,,1,Spine Branch,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,42,42,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,73,73,,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Spine Branch,1,1,1,0,1,28,28,,Point,,,0,,,,,1,Spine Branch,
Spine Area,0.346394,5.6844,2.03688,1.07546,1.80774,205.725,101,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,1.53493,91.1291,56.0239,23.2293,59.543,5378.29,96,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.395838,1.48395,1.0279,0.218694,1.03498,103.818,101,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,1.35893,54.6108,21.5077,14.6197,22.907,2172.27,101,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,118.774,162.302,139.788,12.5325,140.847,5871.11,42,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,42,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,104.339,132.675,120.302,8.48677,122.355,5052.67,42,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,56.4818,93.8341,70.2866,10.3347,69.0367,2952.04,42,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,5.51833,14.9529,10.0642,2.23795,10.0591,422.696,42,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,42,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,42,42,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,101,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,101,101,,Spine,,,0,,,1,,1,,
Spine Branchings,0,1,0.277228,0.44763,0,28,101,,Spine,,,0,,,1,,1,,
Spine Length,0.0874838,3.68233,0.828676,0.68459,0.567133,83.6963,101,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.395838,1.51715,1.06338,0.216675,1.06928,107.402,101,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.30082,1.45634,0.822018,0.248967,0.834342,83.0238,101,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.22,1.36648,0.648565,0.303693,0.586461,65.505,101,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,2.7721,0.307282,0.554301,0,31.0355,101,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.21831,0.284971,0.371217,0,28.7821,101,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,0.958899,0.218695,0.300124,0,22.0882,101,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,0.922638,0.18736,0.272554,0,18.9234,101,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,0.876846,0.118239,0.171144,0.0400863,11.9422,101,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-175.178,179.114,38.0782,110.67,83.4122,3845.9,101,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,1.09503,0.159623,0.233918,0.02429,16.1219,101,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.23225,1.38439,0.554625,0.218925,0.501201,56.0171,101,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,1.67406,0.274137,0.358338,0.14133,27.6879,101,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.395838,1.51715,1.03478,0.225296,1.03498,104.513,101,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.226109,1.5124,0.786956,0.276411,0.742119,79.4825,101,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.49976,0.464309,0.418014,0.497768,46.8952,101,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.322729,1.47955,0.93505,0.224864,0.916828,94.44,101,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.221778,1.44214,0.742704,0.291114,0.69153,75.0132,101,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.49976,0.411309,0.395428,0.339275,41.5422,101,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.22,1.44195,0.830696,0.265946,0.849534,83.9003,101,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.22,1.36648,0.693805,0.314588,0.658966,70.0743,101,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.49976,0.381474,0.385444,0.22,38.5289,101,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,0.6776,0.122417,0.16494,0.0422978,12.3641,101,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.00857016,1.36781,0.218356,0.23239,0.136811,22.0539,101,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.452817,0.068946,0.090419,0.0432889,6.96354,101,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,103.994,132.959,117.701,9.46208,119.628,11887.8,101,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,56.4794,93.6538,68.0024,9.45389,66.4271,6868.24,101,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,4.9805,15.0555,9.30008,2.45828,9.96796,939.308,101,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.0909041,50.4592,5.88301,10.6004,1.31693,594.184,101,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.681012,1,0.944318,0.0658802,0.971961,95.3761,101,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.22,1.45889,0.720236,0.27178,0.668033,72.7439,101,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,1.7659,55.5295,22.4902,14.7224,23.7194,2271.51,101,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,118.377,162.658,137.114,12.976,137.421,10009.3,73,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,73,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,261,3805,1826.59,729.476,1737,133341,73,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,103.794,133.392,118.261,9.45183,119.829,8633.05,73,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,56.5594,93.6116,68.5828,9.74172,66.6492,5006.55,73,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,4.22811,15.3053,9.4378,2.46171,9.52191,688.959,73,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,73,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,73,73,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.00557528,1.6258,0.286234,0.33156,0.156096,28.9097,101,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,101,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,101,101,,Spine,,,0,,,1,,1,,
Spine Volume,0.0196568,1.19225,0.334448,0.25216,0.269129,33.7793,101,um^3,Spine,,,0,,,1,,1,,
