Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Filament Dendrite Length (sum),52.2961,52.2961,52.2961,0.00243823,52.2961,52.2961,1,um,Filament,,,,,,,,1,
Filament Dendrite Volume (sum),15.8241,15.8241,15.8241,0.00258777,15.8241,15.8241,1,um^3,Filament,,,,,,,,1,
Filament Distance from Origin,112.831,112.831,112.831,0,112.831,112.831,1,um,Filament,,Filament Distance from Origin,,,,,,1,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,
Filament Length (sum),67.3447,67.3447,67.3447,0.00843337,67.3447,67.3447,1,um,Filament,,,,,,,,1,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,
Filament No. Dendrite Branches,0,1,0.928571,0.257539,1,52,56,,Filament,,,,0,,,,1,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament No. Edges,449,449,449,0,449,449,1,,Filament,,,,,,,,1,
Filament No. Sholl Intersections,0,1,0.960784,0.194108,1,49,51,,Filament,,,,,,,0,1,
Filament No. Spine Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,
Filament No. Spine Segments,12,12,12,0,12,12,1,,Filament,,,,,,,,1,
Filament No. Spine Terminal Pts,12,12,12,0,12,12,1,,Filament,,,,,,,,1,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament No. Vertices,450,450,450,0,450,450,1,,Filament,,,,,,,,1,
Filament Position X,75.889,75.889,75.889,0,75.889,75.889,1,um,Filament,,Filament Position,,,,,,1,
Filament Position Y,82.266,82.266,82.266,0.00718058,82.266,82.266,1,um,Filament,,Filament Position,,,,,,1,
Filament Position Z,14.2814,14.2814,14.2814,0,14.2814,14.2814,1,um,Filament,,Filament Position,,,,,,1,
Filament Spine Area (sum),30.2367,30.2367,30.2367,0,30.2367,30.2367,1,um^2,Filament,,,,,,,,1,
Filament Spine Length (sum),15.0486,15.0486,15.0486,0,15.0486,15.0486,1,um,Filament,,,,,,,,1,
Filament Spine Volume (sum),4.40182,4.40182,4.40182,0.000508772,4.40182,4.40182,1,um^3,Filament,,,,,,,,1,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament Volume (sum),20.2259,20.2259,20.2259,0.000564769,20.2259,20.2259,1,um^3,Filament,,,,,,,,1,
Pt Branching Angle Type=Spine Attachment,37.9172,84.6224,61.662,14.2419,58.0664,739.944,12,°,Point,,,0,,,,,1,Spine Attachment
Pt Diameter Type=Dendrite Beginning,0.55075,0.55075,0.55075,2.93E-05,0.55075,0.55075,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Diameter Type=Spine Attachment,0.387016,0.903774,0.687386,0.149423,0.735601,8.24864,12,um,Point,,,0,,,,,1,Spine Attachment
Pt Diameter Type=Dendrite Terminal,0.305654,0.305654,0.305654,0,0.305654,0.305654,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Diameter Type=Spine Terminal,0.4,1.02265,0.687259,0.174523,0.710706,8.24711,12,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Distance Type=Spine Attachment,9.52231,52.1536,32.7726,14.574,32.2951,393.271,12,um,Point,,,0,,,,,1,Spine Attachment
Pt Distance Type=Dendrite Terminal,52.2961,52.2961,52.2961,0.00243823,52.2961,52.2961,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Distance Type=Spine Terminal,10.1803,54.1158,34.0267,14.8538,33.0555,408.32,12,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance from Origin Type=Dendrite Beginning,138.809,138.809,138.809,0.0238397,138.809,138.809,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning
Pt Distance from Origin Type=Dendrite Terminal,91.2144,91.2144,91.2144,0,91.2144,91.2144,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Spine Attachment,91.3155,129.651,108.39,13.1885,112.101,1300.68,12,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment
Pt Distance from Origin Type=Spine Terminal,90.1229,129.274,108.428,13.0811,112.014,1301.13,12,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,12,,Point,,,0,,,,,1,Spine Attachment
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,12,,Point,,,0,,,,,1,Spine Terminal
Pt Position X Type=Dendrite Beginning,97.9866,97.9866,97.9866,0,97.9866,97.9866,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Dendrite Terminal,57.3946,57.3946,57.3946,0.00465781,57.3946,57.3946,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position X Type=Spine Attachment,57.4048,91.3307,71.8591,11.9524,75.5726,862.309,12,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,57.321,91.383,71.9305,11.8697,74.976,863.166,12,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Dendrite Beginning,97.1486,97.1486,97.1486,0.0105735,97.1486,97.1486,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Dendrite Terminal,69.4114,69.4114,69.4114,0,69.4114,69.4114,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Y Type=Spine Attachment,69.5454,90.7671,79.7799,7.06887,81.5624,957.359,12,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,67.8921,90.2545,79.7459,7.10129,81.463,956.951,12,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Dendrite Beginning,15.1268,15.1268,15.1268,0,15.1268,15.1268,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Dendrite Terminal,14.422,14.422,14.422,0,14.422,14.422,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Z Type=Spine Attachment,13.2584,15.2431,14.1617,0.660203,14.2546,169.941,12,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,12.0742,15.6116,14.2083,1.04658,14.75,170.499,12,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,12,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,12,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,12,12,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,12,12,,Point,,,0,,,,,1,Spine Terminal
Spine Area,0.866633,4.9511,2.51973,1.35065,2.97318,30.2367,12,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,37.9172,84.6224,61.662,14.2419,58.0664,739.944,12,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.387016,0.903774,0.687386,0.149423,0.735601,8.24864,12,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,9.52231,52.1536,32.7726,14.574,32.2951,393.271,12,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,91.3155,129.651,108.39,13.1885,112.101,1300.68,12,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,12,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,57.4048,91.3307,71.8591,11.9524,75.5726,862.309,12,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,69.5454,90.7671,79.7799,7.06887,81.5624,957.359,12,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,13.2584,15.2431,14.1617,0.660203,14.2546,169.941,12,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,12,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,12,12,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,12,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,12,12,,Spine,,,0,,,1,,1,
Spine Branchings,0,0,0,0,0,0,12,,Spine,,,0,,,1,,1,
Spine Length,0.423885,2.09302,1.25405,0.585773,1.50516,15.0486,12,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.669492,1.02265,0.825365,0.0856835,0.817343,9.90438,12,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.553176,0.774508,0.650608,0.0816256,0.645258,7.80729,12,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.387016,0.717286,0.488105,0.113043,0.449986,5.85725,12,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,1.21155,0.428929,0.41382,0.418392,5.14715,12,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,0.829644,0.483377,0.297699,0.648155,5.80052,12,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,0.71179,0.419442,0.256916,0.553478,5.0333,12,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,0.633863,0.375202,0.227514,0.4892,4.50242,12,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,0.486555,0.168735,0.150993,0.11956,2.02482,12,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-96.9739,132.532,2.7127,90.8672,5.07947,32.5524,12,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0.0749699,0.671366,0.309306,0.176381,0.326617,3.71167,12,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.2,0.809659,0.552301,0.198704,0.613995,6.62761,12,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,0.870044,0.392443,0.295586,0.574642,4.70931,12,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.613106,0.911204,0.76964,0.0808683,0.793205,9.23569,12,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.4,1.02265,0.706312,0.165265,0.710706,8.47575,12,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,0.83099,0.441249,0.283377,0.519381,5.29499,12,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.52761,0.875081,0.687022,0.102832,0.704267,8.24426,12,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.4,0.987715,0.658537,0.152892,0.654948,7.90244,12,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,0.768792,0.415446,0.262929,0.501019,4.98535,12,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.387016,0.82311,0.592504,0.134589,0.640694,7.11005,12,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.4,0.952782,0.610394,0.152921,0.636719,7.32473,12,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,0.730035,0.395043,0.247322,0.4892,4.74051,12,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0.0453399,0.211726,0.13544,0.0493943,0.115886,1.62528,12,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.0167552,0.418471,0.18091,0.119211,0.19994,2.17092,12,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.299634,0.104271,0.102353,0.0863194,1.25125,12,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,57.2074,91.3137,71.8774,11.914,75.3789,862.529,12,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,68.8112,90.5797,79.779,7.08336,81.7505,957.348,12,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,12.7467,15.2444,14.1479,0.728559,14.1967,169.775,12,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,1.08738,10.6362,4.73909,2.85054,4.091,56.8691,12,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.879698,0.994935,0.949665,0.0332122,0.948154,11.396,12,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.4,1.02265,0.687259,0.174523,0.710706,8.24711,12,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,10.1803,54.1158,34.0267,14.8538,33.0555,408.32,12,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,90.1229,129.274,108.428,13.0811,112.014,1301.13,12,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,12,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,1839,4095,3133.75,826.491,3495,37605,12,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,57.321,91.383,71.9305,11.8697,74.976,863.166,12,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,67.8921,90.2545,79.7459,7.10129,81.463,956.951,12,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,12.0742,15.6116,14.2083,1.04658,14.75,170.499,12,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,12,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,12,12,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.0335103,0.559985,0.202657,0.140916,0.187961,2.43189,12,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,12,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,12,12,,Spine,,,0,,,1,,1,
Spine Volume,0.103138,0.916575,0.366819,0.244656,0.394962,4.40182,12,um^3,Spine,,,0,,,1,,1,
