
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament Volume (sum),68.499,68.499,68.499,0.00774329,68.499,68.499,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,18.1005,90.4817,69.2033,19.4436,77.6928,1660.88,24,°,Point,,,0,,,,,1,Spine Attachment,
Pt Branching Angle Type=Spine Branch,24.9571,29.6337,27.2954,2.33832,29.6337,54.5907,2,°,Point,,,0,,,,,1,Spine Branch,
Pt Diameter Type=Dendrite Beginning,1.42135,1.42135,1.42135,0.000245772,1.42135,1.42135,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.46316,1.47518,0.985356,0.268439,1.01921,24.6339,25,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.610464,0.610464,0.610464,0,0.610464,0.610464,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.43,1.18871,0.804519,0.178403,0.771831,22.5265,28,um,Point,,,0,,,,,1,Spine Terminal,
Pt Diameter Type=Spine Branch,0.465825,1.37043,0.918129,0.452304,1.37043,1.83626,2,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,1.22112,82.1184,29.1677,25.3937,17.5332,729.192,25,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,83.3778,83.3778,83.3778,0.0136657,83.3778,83.3778,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,2.01382,82.9663,29.0757,24.6664,19.2159,814.119,28,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Spine Branch,4.7139,36.2271,20.4705,15.7566,36.2271,40.941,2,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance from Origin Type=Dendrite Beginning,91.1553,91.1553,91.1553,0.0182595,91.1553,91.1553,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,35.0673,35.0673,35.0673,0.00703726,35.0673,35.0673,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,35.0823,90.0711,68.7575,18.2337,77.1769,1718.94,25,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,34.6749,89.9344,69.8302,17.7666,79.1444,1955.25,28,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Spine Branch,61.7484,87.2747,74.5115,12.7631,87.2747,149.023,2,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,25,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,28,,Point,,,0,,,,,1,Spine Terminal,
Pt Generation Type=Spine Branch,0,0,0,0,0,0,2,,Point,,,0,,,,,1,Spine Branch,
Pt Position X Type=Dendrite Beginning,70.7591,70.7591,70.7591,0.0148104,70.7591,70.7591,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,-3.80846,-3.80846,-3.80846,0.000607951,-3.80846,-3.80846,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,-2.59128,69.9868,45.0058,22.9542,55.231,1125.14,25,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,-2.15869,69.7897,46.2775,22.3575,56.2391,1295.77,28,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position X Type=Spine Branch,39.1947,68.2127,53.7037,14.509,68.2127,107.407,2,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Y Type=Dendrite Beginning,55.2913,55.2913,55.2913,0.0102714,55.2913,55.2913,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,27.1649,27.1649,27.1649,0,27.1649,27.1649,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,27.415,54.4256,45.7874,8.36361,51.0736,1144.68,25,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,26.8832,54.6602,46.2785,8.08868,51.4121,1295.8,28,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Spine Branch,43.504,52.3086,47.9063,4.40229,52.3086,95.8125,2,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Z Type=Dendrite Beginning,15.6628,15.6628,15.6628,0.00263443,15.6628,15.6628,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,21.8467,21.8467,21.8467,0,21.8467,21.8467,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,15.7904,22.2571,18.3224,2.34679,17.2426,458.06,25,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,14.5093,22.5487,18.3708,2.41434,18.2592,514.383,28,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Spine Branch,15.09,19.5969,17.3435,2.25348,19.5969,34.6869,2,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,25,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,28,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Type=Spine Branch,0,0,0,0,0,0,2,s,Point,,,0,,,,,1,Spine Branch,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,25,25,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,28,28,,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Spine Branch,1,1,1,0,1,2,2,,Point,,,0,,,,,1,Spine Branch,
Spine Area,0.987599,6.25301,2.64611,1.27754,2.44217,79.3834,30,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,18.1005,90.4817,63.2165,23.2353,74.4193,1770.06,28,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.46316,1.47518,0.99272,0.309633,1.0712,29.7816,30,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,1.22112,82.1184,27.394,24.2635,17.5332,821.821,30,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,35.0823,90.0711,68.7575,18.2337,77.1769,1718.94,25,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,25,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,-2.59128,69.9868,45.0058,22.9542,55.231,1125.14,25,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,27.415,54.4256,45.7874,8.36361,51.0736,1144.68,25,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,15.7904,22.2571,18.3224,2.34679,17.2426,458.06,25,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,25,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,25,25,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,30,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,30,30,,Spine,,,0,,,1,,1,,
Spine Branchings,0,1,0.0666667,0.249444,0,2,30,,Spine,,,0,,,1,,1,,
Spine Length,0.270102,2.22582,1.01762,0.429959,0.980655,30.5287,30,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.643875,1.84042,1.12263,0.290171,1.14325,33.6788,30,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.508565,1.41903,0.924688,0.257381,0.947118,27.7406,30,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.43,1.23929,0.71498,0.227808,0.716208,21.4494,30,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,0.824753,0.130625,0.230917,0,3.91874,30,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.56549,0.415593,0.480067,0.439669,12.4678,30,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.37689,0.393695,0.457702,0.436675,11.8109,30,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.37689,0.376873,0.43886,0.43,11.3062,30,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,0.881727,0.204301,0.256332,0.0967777,6.12904,30,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-173.633,157.305,6.94313,91.3064,-0.512421,208.294,30,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,1.48023,0.313736,0.323618,0.217532,9.41209,30,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.300914,0.924519,0.559482,0.158382,0.570994,16.7845,30,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,0.588193,0.173701,0.19786,0.170068,5.21104,30,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.465825,1.84042,1.09776,0.320732,1.10476,32.9327,30,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.43,1.24703,0.893485,0.225429,0.9045,26.8046,30,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.56549,0.422479,0.50013,0.43,12.6744,30,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.452747,1.69853,0.992386,0.307199,0.970703,29.7716,30,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.43,1.23929,0.843794,0.206541,0.834466,25.3138,30,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.47644,0.411945,0.486892,0.43,12.3583,30,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.439669,1.47518,0.871904,0.308461,0.89572,26.1571,30,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.43,1.23929,0.792179,0.207045,0.770476,23.7654,30,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.38739,0.402875,0.474687,0.43,12.0863,30,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,1.01823,0.326101,0.283054,0.270407,9.78302,30,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0570672,0.797313,0.256182,0.17394,0.211205,7.68546,30,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.646471,0.0924117,0.150185,0.0538201,2.77235,30,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,-2.41576,69.9604,46.7523,21.986,56.534,1402.57,30,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,27.263,54.4599,46.3399,7.90143,51.4459,1390.2,30,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,14.9043,22.2311,18.182,2.31337,17.7212,545.459,30,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.153334,7.99624,2.52393,2.28001,1.68957,75.7178,30,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.570501,1,0.944471,0.0890277,0.987995,28.3341,30,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.43,1.37043,0.812093,0.210113,0.771831,24.3628,30,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,2.01382,82.9663,28.502,24.2699,19.2159,855.06,30,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,34.6749,89.9344,69.8302,17.7666,79.1444,1955.25,28,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,28,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,1637,4095,3310.21,752.832,3537,92686,28,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,-2.15869,69.7897,46.2775,22.3575,56.2391,1295.77,28,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,26.8832,54.6602,46.2785,8.08868,51.4121,1295.8,28,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,14.5093,22.5487,18.3708,2.41434,18.2592,514.383,28,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,28,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,28,28,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0416298,1.34764,0.339244,0.27604,0.240749,10.1773,30,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,30,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,30,30,,Spine,,,0,,,1,,1,,
Spine Volume,0.119766,1.53081,0.498197,0.347248,0.391794,14.9459,30,um^3,Spine,,,0,,,1,,1,,
