Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Filament Volume (sum),176.795,176.795,176.795,0,176.795,176.795,1,um^3,Filament,,,,,,,,1,
Pt Branching Angle Type=Spine Attachment,36.9727,90.1157,71.2355,13.8745,73.1508,5057.72,71,°,Point,,,0,,,,,1,Spine Attachment
Pt Branching Angle Type=Spine Branch,15.581,99.7205,50.1514,22.8075,48.5189,1755.3,35,°,Point,,,0,,,,,1,Spine Branch
Pt Diameter Type=Dendrite Beginning,0.863791,0.863791,0.863791,0,0.863791,0.863791,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Diameter Type=Spine Attachment,0.523908,1.73667,1.22166,0.259727,1.27824,95.2892,78,um,Point,,,0,,,,,1,Spine Attachment
Pt Diameter Type=Dendrite Terminal,1.2628,1.2628,1.2628,0,1.2628,1.2628,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Diameter Type=Spine Terminal,0.25,1.54288,0.628162,0.164517,0.6244,77.892,124,um,Point,,,0,,,,,1,Spine Terminal
Pt Diameter Type=Spine Branch,0.420189,1.93096,1.18203,0.349412,1.23259,42.5531,36,um,Point,,,0,,,,,1,Spine Branch
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Distance Type=Spine Attachment,5.00484,104.852,52.767,28.3772,49.4839,4115.82,78,um,Point,,,0,,,,,1,Spine Attachment
Pt Distance Type=Dendrite Terminal,105.798,105.798,105.798,0,105.798,105.798,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Distance Type=Spine Terminal,7.33371,106.606,54.4079,27.7575,50.0222,6746.58,124,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance Type=Spine Branch,19.9498,104.883,56.1974,26.3898,48.6757,2023.11,36,um,Point,,,0,,,,,1,Spine Branch
Pt Distance from Origin Type=Dendrite Beginning,166.145,166.145,166.145,0.0307482,166.145,166.145,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning
Pt Distance from Origin Type=Dendrite Terminal,72.5965,72.5965,72.5965,0,72.5965,72.5965,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Spine Attachment,73.4559,161.329,119.105,24.4925,122.683,9290.21,78,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment
Pt Distance from Origin Type=Spine Terminal,73.0691,160.864,118.786,23.9152,123.024,14729.4,124,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal
Pt Distance from Origin Type=Dendrite,79.9279,134.596,112.517,24.1803,130.31,562.586,5,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite
Pt Distance from Origin Type=Spine Branch,73.5561,147.261,116.495,22.4865,123.123,4193.81,36,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,78,,Point,,,0,,,,,1,Spine Attachment
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,124,,Point,,,0,,,,,1,Spine Terminal
Pt Generation Type=Dendrite,0,0,0,0,0,0,5,,Point,,,0,,,,,1,Dendrite
Pt Generation Type=Spine Branch,0,0,0,0,0,0,36,,Point,,,0,,,,,1,Spine Branch
Pt Position X Type=Dendrite Beginning,98.2969,98.2969,98.2969,0.0167089,98.2969,98.2969,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Dendrite Terminal,35.1214,35.1214,35.1214,0.00732285,35.1214,35.1214,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position X Type=Spine Attachment,35.2815,95.4237,65.6311,18.0227,65.8349,5119.23,78,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,33.5726,95.189,65.6402,17.5697,67.0179,8139.39,124,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position X Type=Dendrite,38.3766,78.8476,62.0271,17.3266,73.8046,310.136,5,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position X Type=Spine Branch,34.9856,88.184,64.43,16.581,67.1547,2319.48,36,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Y Type=Dendrite Beginning,133.266,133.266,133.266,0.0246746,133.266,133.266,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Dendrite Terminal,63.4134,63.4134,63.4134,0,63.4134,63.4134,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Y Type=Spine Attachment,64.2888,129.405,98.7057,17.3811,103.014,7699.04,78,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,64.3024,130.238,98.3225,17.0186,102.907,12192,124,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Dendrite,69.9507,108.336,93.2267,17.3551,106.694,466.133,5,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Y Type=Spine Branch,64.5752,117.37,96.4102,15.9074,102.699,3470.77,36,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Z Type=Dendrite Beginning,13.4965,13.4965,13.4965,0.0018059,13.4965,13.4965,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Dendrite Terminal,3.9357,3.9357,3.9357,0,3.9357,3.9357,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Z Type=Spine Attachment,4.19171,14.25,9.88711,3.31896,10.2406,771.194,78,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,4.18456,14.3395,9.83421,3.32162,10.2676,1219.44,124,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Dendrite,4.7551,12.7472,9.53633,3.729,12.2532,47.6816,5,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Z Type=Spine Branch,4.06827,13.6267,9.60342,3.2085,10.1181,345.723,36,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,78,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,124,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Type=Dendrite,0,0,0,0,0,0,5,s,Point,,,0,,,,,1,Dendrite
Pt Time Type=Spine Branch,0,0,0,0,0,0,36,s,Point,,,0,,,,,1,Spine Branch
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,78,78,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,124,124,,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Dendrite,1,1,1,0,1,5,5,,Point,,,0,,,,,1,Dendrite
Pt Time Index Type=Spine Branch,1,1,1,0,1,36,36,,Point,,,0,,,,,1,Spine Branch
Spine Area,0.421734,6.58006,2.1257,1.26687,1.88974,340.112,160,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,15.581,99.7205,60.7682,21.5942,64.0946,8568.32,141,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.420189,1.93096,1.21171,0.305842,1.24154,193.873,160,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,5.00484,104.883,53.8998,27.5025,48.6757,8623.96,160,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,73.4559,161.329,119.105,24.4925,122.683,9290.21,78,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,78,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,35.2815,95.4237,65.6311,18.0227,65.8349,5119.23,78,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,64.2888,129.405,98.7057,17.3811,103.014,7699.04,78,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,4.19171,14.25,9.88711,3.31896,10.2406,771.194,78,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,78,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,78,78,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,160,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,160,160,,Spine,,,0,,,1,,1,
Spine Branchings,0,2,0.23125,0.436203,0,37,160,,Spine,,,0,,,1,,1,
Spine Length,0,2.20276,0.68166,0.466905,0.622991,109.066,160,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.497114,1.93096,1.31006,0.289441,1.3334,209.609,160,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.363612,1.90282,0.995536,0.285229,1.02032,159.286,160,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.25,1.87469,0.694074,0.31824,0.625073,111.052,160,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,1.36522,0.147111,0.29689,0,23.5377,160,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.44668,0.274386,0.423557,0,43.9018,160,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.44668,0.236503,0.377629,0,37.8405,160,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,1.44668,0.211668,0.349578,0,33.8668,160,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,1.41848,0.126974,0.199845,0.0542886,20.3158,160,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-179.387,179.071,24.2445,95.608,-3.85809,3879.12,160,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,0.470816,0.0349986,0.0806523,0,5.59977,160,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.255627,1.30978,0.577028,0.180732,0.521332,92.3245,160,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,1.12787,0.319606,0.255906,0.295921,51.1369,160,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.420189,1.93096,1.26726,0.303107,1.3188,202.762,160,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.330345,1.93096,0.918496,0.332372,0.821834,146.959,160,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.7165,0.884924,0.462529,1.00032,141.588,160,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.397453,1.90282,1.13835,0.284517,1.16588,182.136,160,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.27331,1.93096,0.83767,0.342958,0.73871,134.027,160,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.6127,0.795578,0.435631,0.92628,127.292,160,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.284107,1.87469,1.00863,0.301156,1.01758,161.382,160,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.25,1.93096,0.754113,0.36127,0.648327,120.658,160,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.6127,0.716228,0.412283,0.848685,114.596,160,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.686795,0.085385,0.134807,0.00019405,13.6616,160,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.0270824,2.10894,0.307837,0.375742,0.156373,49.2539,160,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,1.00095,0.204168,0.201176,0.150143,32.6669,160,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,34.3227,94.7792,65.3692,17.3533,67.1186,10459.1,160,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,64.3211,129.675,97.8876,16.7637,102.743,15662,160,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,4.06885,14.1575,9.75164,3.27682,10.1181,1560.26,160,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.0467008,25.2095,2.79895,4.61417,1.04721,447.833,160,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.34971,1,0.907118,0.0836534,0.921426,145.139,160,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.25,1.93096,0.752782,0.31928,0.65898,120.445,160,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,7.33371,106.606,54.8106,27.4659,49.6098,8769.69,160,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,73.0691,160.864,118.786,23.9152,123.024,14729.4,124,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,124,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,726,4095,1983.28,683.676,1841,245927,124,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,33.5726,95.189,65.6402,17.5697,67.0179,8139.39,124,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,64.3024,130.238,98.3225,17.0186,102.907,12192,124,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,4.18456,14.3395,9.83421,3.32162,10.2676,1219.44,124,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,124,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,124,124,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.00818123,3.76978,0.369501,0.597434,0.149836,59.1202,160,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,160,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,160,160,,Spine,,,0,,,1,,1,
Spine Volume,0.0326777,1.88489,0.399666,0.371408,0.295473,63.9466,160,um^3,Spine,,,0,,,1,,1,
