Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Spine Part Max Diameter Neck,0,1.14432,0.299313,0.345495,0.3,32.9244,110,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.3,1.37056,0.738393,0.317772,0.776508,81.2233,110,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.3,1.39416,0.642331,0.268517,0.588768,70.6564,110,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.09246,0.277241,0.322006,0.3,30.4965,110,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.3,1.34695,0.641594,0.325613,0.584187,70.5753,110,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.3,1.39416,0.603091,0.271807,0.552514,66.34,110,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.09246,0.259352,0.30467,0.3,28.5287,110,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.590933,0.108737,0.12796,0.061023,11.9611,110,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.00706858,1.27533,0.165514,0.227002,0.0806257,18.2065,110,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.632563,0.0538584,0.0927502,0.0110182,5.92442,110,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,56.7243,96.9918,81.6126,12.4334,84.8126,8977.39,110,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,52.9083,81.2718,70.259,8.38696,71.2584,7728.49,110,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,2.77383,6.85439,4.32936,0.778491,4.35765,476.229,110,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.123775,34.7284,5.50602,7.04175,2.33343,605.662,110,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.74188,1,0.950938,0.0609786,0.97268,104.603,110,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.3,1.34695,0.591119,0.265728,0.541909,65.0231,110,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,1.80302,53.236,33.7989,15.3467,37.0277,3717.87,110,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,77.8527,126.727,106.975,15.1417,110.063,8023.12,75,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,75,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,478,4095,2307.37,801.31,2342,173053,75,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,56.4731,97.1664,80.9029,12.7792,84.4912,6067.72,75,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,51.4087,81.7537,69.7927,8.51985,70.786,5234.46,75,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,2.85911,7.68841,4.4344,1.02262,4.36887,332.58,75,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,75,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,75,75,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.0141372,1.27953,0.185642,0.280951,0.0833256,20.4206,110,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,110,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,110,110,,Spine,,,0,,,1,,1,
Spine Volume,0.00812465,0.993812,0.218773,0.193574,0.165236,24.065,110,um^3,Spine,,,0,,,1,,1,
