
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament Position X,45.0755,45.0755,45.0755,0,45.0755,45.0755,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,63.6607,63.6607,63.6607,0.00964119,63.6607,63.6607,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,8.23552,8.23552,8.23552,0,8.23552,8.23552,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),89.3536,89.3536,89.3536,0.0080192,89.3536,89.3536,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),53.2217,53.2217,53.2217,0.0099978,53.2217,53.2217,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),11.9901,11.9901,11.9901,0.00142723,11.9901,11.9901,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),62.8398,62.8398,62.8398,0,62.8398,62.8398,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,34.7949,90.1441,68.3849,15.1906,72.5922,2735.4,40,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,0.488431,0.488431,0.488431,8.26389e-05,0.488431,0.488431,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.557357,1.21234,0.881702,0.149602,0.841238,41.44,47,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.411019,0.411019,0.411019,0,0.411019,0.411019,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.3,0.890248,0.531931,0.157332,0.534416,28.7243,54,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,0.613463,92.2096,47.5389,25.0555,47.8145,2234.33,47,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,94.5674,94.5674,94.5674,0.0172815,94.5674,94.5674,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,1.04358,94.037,50.4513,25.7764,50.592,2724.37,54,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,124.581,124.581,124.581,0,124.581,124.581,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,53.7273,53.7273,53.7273,0,53.7273,53.7273,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,54.0865,124.002,82.6888,19.6427,79.0185,3886.37,47,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,53.1231,124.201,81.2141,20.1427,77.9285,4385.56,54,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,47,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,54,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,85.8275,85.8275,85.8275,0.0153108,85.8275,85.8275,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,8.54492,8.54492,8.54492,0,8.54492,8.54492,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,10.7125,85.3197,48.8907,20.4124,50.19,2297.86,47,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,10.8532,85.4309,47.3275,20.8418,49.856,2555.68,54,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,89.9344,89.9344,89.9344,0,89.9344,89.9344,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,51.3038,51.3038,51.3038,0.0108598,51.3038,51.3038,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,51.4929,89.6326,65.0954,10.7122,60.7739,3059.49,47,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,50.2601,89.8302,64.2931,11.134,59.5325,3471.83,54,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,8.10945,8.10945,8.10945,0,8.10945,8.10945,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,13.473,13.473,13.473,0.00233609,13.473,13.473,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,4.86661,12.6122,7.74914,2.02148,7.35196,364.21,47,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,4.30874,13.7096,8.04072,2.22616,7.60667,434.199,54,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,47,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,54,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,47,47,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,54,54,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,0.34705,10.4916,1.6547,1.68511,1.19919,89.3536,54,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,34.7949,90.1441,68.3849,15.1906,72.5922,2735.4,40,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.557357,1.21234,0.885548,0.147348,0.841238,47.8196,54,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,0.613463,92.2096,49.2889,25.446,49.2752,2661.6,54,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,54.0865,124.002,82.6888,19.6427,79.0185,3886.37,47,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,47,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,10.7125,85.3197,48.8907,20.4124,50.19,2297.86,47,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,51.4929,89.6326,65.0954,10.7122,60.7739,3059.49,47,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,4.86661,12.6122,7.74914,2.02148,7.35196,364.21,47,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,47,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,47,47,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,54,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,54,54,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,54,,Spine,,,0,,,1,,1,,
Spine Length,0.258713,5.58174,0.985587,0.928989,0.7748,53.2217,54,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.588371,1.21234,0.916411,0.14103,0.903134,49.4862,54,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.408733,1.00421,0.660222,0.149463,0.645317,35.652,54,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.3,0.879501,0.472812,0.161645,0.460201,25.5318,54,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,4.55739,0.39115,0.8607,0,21.1221,54,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.11406,0.353619,0.330291,0.388369,19.0954,54,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,0.987812,0.303358,0.280795,0.329741,16.3813,54,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,0.824404,0.269936,0.25258,0.3,14.5765,54,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,1.39739,0.128277,0.24673,0.0581534,6.92694,54,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-133.355,168.442,15.3012,97.9963,-3.73542,826.262,54,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,1.18958,0.216849,0.227305,0.168411,11.7098,54,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.15,1.92637,0.469105,0.29073,0.418353,25.3317,54,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,2.46579,0.307765,0.467809,0.187428,16.6193,54,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.588371,1.21234,0.914569,0.143258,0.903134,49.3867,54,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.3,1.05812,0.587505,0.175251,0.581888,31.7253,54,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.01201,0.333737,0.312988,0.34773,18.0218,54,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.541709,1.06657,0.784096,0.134837,0.771509,42.3412,54,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.3,0.970931,0.544643,0.162359,0.536929,29.4107,54,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,0.955001,0.314224,0.302501,0.323865,16.9681,54,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.325164,1.001,0.648698,0.173127,0.673291,35.0297,54,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.3,0.890248,0.498752,0.162387,0.491546,26.9326,54,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,0.938594,0.302788,0.295844,0.3,16.3506,54,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,0.517774,0.1116,0.140163,0.0642418,6.02638,54,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.00706858,1.10277,0.108418,0.16006,0.0703226,5.85459,54,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.26323,0.0491039,0.0615464,0.0348481,2.65161,54,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,10.7673,85.319,47.3788,20.7887,49.6262,2558.45,54,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,50.9399,89.6548,64.414,10.9277,59.5719,3478.35,54,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,4.77345,13.1848,7.92832,2.11175,7.43263,428.129,54,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.999479,37.8586,6.15016,7.77078,2.80147,332.109,54,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.793231,0.999736,0.938652,0.0498837,0.94754,50.6872,54,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.3,0.890248,0.531931,0.157332,0.534416,28.7243,54,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,1.04358,94.037,50.4513,25.7764,50.592,2724.37,54,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,53.1231,124.201,81.2141,20.1427,77.9285,4385.56,54,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,54,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,197,2073,967.111,402.741,933,52224,54,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,10.8532,85.4309,47.3275,20.8418,49.856,2555.68,54,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,50.2601,89.8302,64.2931,11.134,59.5325,3471.83,54,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,4.30874,13.7096,8.04072,2.22616,7.60667,434.199,54,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,54,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,54,54,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0141372,0.36943,0.100555,0.0904163,0.0799168,5.42998,54,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,54,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,54,54,,Spine,,,0,,,1,,1,,
Spine Volume,0.026373,1.72183,0.22204,0.285111,0.145672,11.9901,54,um^3,Spine,,,0,,,1,,1,,
