Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Pt Generation Type=Dendrite,0,0,0,0,0,0,2,,Point,,,0,,,,,1,Dendrite
Pt Position X Type=Dendrite Beginning,140.875,140.875,140.875,0,140.875,140.875,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Dendrite Terminal,71.0468,71.0468,71.0468,0,71.0468,71.0468,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position X Type=Spine Attachment,71.3776,135.568,100.279,17.1587,101.772,5715.89,57,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,71.4498,137.494,99.2307,16.9419,99.162,7938.45,80,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position X Type=Dendrite,81.7308,103.36,92.5452,10.8143,103.36,185.09,2,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Y Type=Dendrite Beginning,101.518,101.518,101.518,0,101.518,101.518,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Dendrite Terminal,60.0091,60.0091,60.0091,0.0100545,60.0091,60.0091,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Y Type=Spine Attachment,60.6181,101.696,79.322,11.6416,80.5816,4521.36,57,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,60.3839,103.526,78.6207,11.2077,78.5857,6289.66,80,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Dendrite,67.359,81.4315,74.3952,7.03628,81.4315,148.79,2,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Z Type=Dendrite Beginning,13.3964,13.3964,13.3964,0.00213966,13.3964,13.3964,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Dendrite Terminal,11.304,11.304,11.304,0.0018106,11.304,11.304,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Z Type=Spine Attachment,10.368,13.7378,11.2223,0.606073,11.2454,639.67,57,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,9.74154,13.8633,11.0333,0.835753,10.8119,882.661,80,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Dendrite,10.75,11.1466,10.9483,0.198292,11.1466,21.8966,2,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,57,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,80,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Type=Dendrite,0,0,0,0,0,0,2,s,Point,,,0,,,,,1,Dendrite
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,57,57,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,80,80,,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Dendrite,1,1,1,0,1,2,2,,Point,,,0,,,,,1,Dendrite
Spine Area,0.45676,9.12306,3.11373,2.14193,2.53827,249.098,80,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,28.5319,90.6095,73.4135,14.3315,76.8893,3083.36,42,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.517306,1.45638,0.900848,0.20977,0.883561,72.0678,80,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,5.60131,89.1782,54.2038,22.0309,55.5106,4336.31,80,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,94.3189,170.027,128.379,20.566,130.256,7317.59,57,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,57,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,71.3776,135.568,100.279,17.1587,101.772,5715.89,57,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,60.6181,101.696,79.322,11.6416,80.5816,4521.36,57,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,10.368,13.7378,11.2223,0.606073,11.2454,639.67,57,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,57,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,57,57,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,80,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,80,80,,Spine,,,0,,,1,,1,
Spine Branchings,0,0,0,0,0,0,80,,Spine,,,0,,,1,,1,
Spine Length,0.355975,3.85069,1.34394,0.913333,1.08058,107.515,80,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.730415,1.55796,1.14173,0.164357,1.14188,91.3381,80,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.399391,1.1963,0.84319,0.15327,0.871148,67.4552,80,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.23,0.982112,0.528951,0.158813,0.5668,42.3161,80,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,2.76113,0.656995,0.820005,0.259106,52.5596,80,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.36271,0.623129,0.528956,0.85988,49.8503,80,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.2375,0.472808,0.421653,0.573031,37.8247,80,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,1.20564,0.362171,0.366779,0.291774,28.9737,80,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,1.28927,0.390472,0.404601,0.282475,31.2378,80,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-173.333,173.556,23.9276,96.5866,33.8898,1914.21,80,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,0.747763,0.177349,0.205739,0.119504,14.1879,80,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.32133,1.33542,0.64662,0.256291,0.543767,51.7296,80,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,1.7675,0.560962,0.451402,0.421886,44.8769,80,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.695675,1.55796,1.12344,0.17436,1.13411,89.8753,80,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.290061,1.24034,0.856086,0.162312,0.84853,68.4869,80,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.47338,0.86548,0.367343,0.984816,69.2384,80,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.479874,1.45734,0.964459,0.186653,0.961267,77.1567,80,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.247636,1.07705,0.75095,0.148735,0.752333,60.076,80,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.29479,0.739463,0.348281,0.83841,59.1571,80,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.247847,1.2352,0.760521,0.233864,0.759997,60.8417,80,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.23,0.982112,0.619111,0.147312,0.619694,49.5288,80,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.12471,0.635772,0.343789,0.711758,50.8618,80,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.938823,0.244203,0.210769,0.196079,19.5363,80,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.0217137,0.749982,0.242019,0.178931,0.170792,19.3615,80,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.76083,0.248958,0.174274,0.202163,19.9167,80,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,71.4441,136.225,99.2578,16.8342,100.366,7940.63,80,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,60.5131,102.783,78.5891,11.3073,78.6789,6287.13,80,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,9.98852,13.6017,11.0596,0.693981,10.8518,884.769,80,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.6476,51.0595,4.87644,7.1232,1.96452,390.115,80,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.715487,0.999775,0.884049,0.0626544,0.888083,70.7239,80,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.23,1.07046,0.649552,0.144973,0.630276,51.9642,80,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,8.75516,89.7906,55.6734,21.9417,56.0683,4453.87,80,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,94.398,172.556,127.118,20.0977,127.857,10169.5,80,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,80,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,580,4095,3503.57,867.924,4017,280286,80,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,71.4498,137.494,99.2307,16.9419,99.162,7938.45,80,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,60.3839,103.526,78.6207,11.2077,78.5857,6289.66,80,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,9.74154,13.8633,11.0333,0.835753,10.8119,882.661,80,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,80,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,80,80,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.00637063,0.642263,0.164727,0.105828,0.131097,13.1782,80,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,80,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,80,80,,Spine,,,0,,,1,,1,
Spine Volume,0.0406702,1.6542,0.543319,0.428998,0.395752,43.4655,80,um^3,Spine,,,0,,,1,,1,
