
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Pt Position Z Type=Dendrite Terminal,13.8888,13.8888,13.8888,0.00216734,13.8888,13.8888,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,6.10189,13.3201,8.94911,2.13099,8.36247,295.321,33,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,2.8329,13.9756,8.28754,2.70591,8.10945,306.639,37,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Spine Branch,5.9225,8.19557,7.34545,1.01253,7.91828,22.0364,3,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Z Type=Dendrite,11.3532,11.3532,11.3532,0,11.3532,11.3532,1,um,Point,,Pt Position,0,,,,,1,Dendrite,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,33,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,37,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Type=Spine Branch,0,0,0,0,0,0,3,s,Point,,,0,,,,,1,Spine Branch,
Pt Time Type=Dendrite,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,33,33,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,37,37,,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Spine Branch,1,1,1,0,1,3,3,,Point,,,0,,,,,1,Spine Branch,
Pt Time Index Type=Dendrite,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite,
Spine Area,0.992994,10.432,3.91637,2.46712,3.64373,156.655,40,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,19.8554,89.5371,68.6234,20.562,77.8556,2607.69,38,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.556733,1.53486,0.943801,0.220264,0.968007,37.752,40,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,1.30236,89.4505,36.2093,23.1873,37.5118,1448.37,40,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,19.5987,87.1276,61.1545,18.1396,61.7563,2018.1,33,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,33,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,11.1072,70.266,52.3311,16.7615,55.5933,1726.93,33,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,9.12768,51.3396,29.4199,9.963,26.9802,970.858,33,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,6.10189,13.3201,8.94911,2.13099,8.36247,295.321,33,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,33,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,33,33,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,40,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,40,40,,Spine,,,0,,,1,,1,,
Spine Branchings,0,1,0.075,0.263391,0,3,40,,Spine,,,0,,,1,,1,,
Spine Length,0.517576,5.148,1.81088,1.18319,1.55431,72.4353,40,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.678567,1.54679,1.09099,0.233542,1.09834,43.6395,40,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.476213,1.30149,0.788884,0.192015,0.779833,31.5553,40,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.35,1.01168,0.573209,0.213746,0.556733,22.9283,40,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,3.849,0.958863,1.02784,0.854027,38.3545,40,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.52668,0.653548,0.472296,0.72445,26.1419,40,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.5101,0.503009,0.389569,0.476401,20.1204,40,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.49351,0.415523,0.359136,0.35,16.6209,40,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,2.35321,0.46903,0.501673,0.393107,18.7612,40,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-174.62,177.726,-16.6348,102.193,-50.2511,-665.392,40,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,1.73308,0.534725,0.470582,0.373125,21.389,40,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.355194,1.59127,0.724563,0.280591,0.700742,28.9825,40,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,2.17121,0.608321,0.580926,0.563784,24.3329,40,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.626453,1.53486,1.05846,0.237664,1.0596,42.3385,40,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.35,1.54679,0.818667,0.249614,0.789934,32.7467,40,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.51058,0.530826,0.434376,0.513749,21.233,40,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.541568,1.298,0.901275,0.203343,0.90931,36.051,40,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.35,1.31442,0.757721,0.239603,0.725411,30.3088,40,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.47436,0.448312,0.384074,0.403025,17.9325,40,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.35,1.09609,0.718133,0.203295,0.697298,28.7253,40,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.35,1.31196,0.692109,0.240873,0.691397,27.6843,40,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.4552,0.395124,0.351518,0.35,15.8049,40,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,1.22104,0.407137,0.321962,0.306394,16.2855,40,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0383218,0.959279,0.28869,0.219474,0.225785,11.5476,40,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,1.08298,0.196034,0.230422,0.116661,7.84135,40,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,11.1299,70.9742,53.3375,16.0717,55.5933,2133.5,40,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,8.92651,51.5413,30.2488,10.4335,26.7506,1209.95,40,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,5.00328,13.4703,8.409,2.19091,7.90785,336.36,40,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.803732,35.6951,7.45126,8.54979,4.51853,298.05,40,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.744409,1,0.927149,0.0627655,0.935936,37.0859,40,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.35,1.04008,0.713117,0.182236,0.732444,28.5247,40,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,2.93454,90.3441,38.1356,22.8986,38.1061,1525.42,40,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,19.891,86.3184,61.9217,17.8828,63.4129,2291.1,37,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,37,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,70,1011,487.432,246.044,409,18035,37,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,11.2204,71.8656,53.0427,16.4186,55.5506,1962.58,37,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,8.62778,51.5697,29.84,10.2253,26.7768,1104.08,37,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,2.8329,13.9756,8.28754,2.70591,8.10945,306.639,37,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,37,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,37,37,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0224493,0.589107,0.226656,0.15442,0.205741,9.06623,40,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,40,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,40,40,,Spine,,,0,,,1,,1,,
Spine Volume,0.0840197,2.91861,0.688505,0.579155,0.547136,27.5402,40,um^3,Spine,,,0,,,1,,1,,
