
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament No. Dendrite Branches,0,1,0.940476,0.236602,1,79,84,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,759,759,759,0,759,759,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,1,0.958904,0.198512,1,70,73,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,35,35,35,0,35,35,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,35,35,35,0,35,35,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,760,760,760,0,760,760,1,,Filament,,,,,,,,1,,
Filament Position X,76.7768,76.7768,76.7768,0,76.7768,76.7768,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,23.2367,23.2367,23.2367,0,23.2367,23.2367,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,12.3444,12.3444,12.3444,0,12.3444,12.3444,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),199.517,199.517,199.517,0,199.517,199.517,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),103.801,103.801,103.801,0,103.801,103.801,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),31.7827,31.7827,31.7827,0.00377887,31.7827,31.7827,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),77.9715,77.9715,77.9715,0.0115397,77.9715,77.9715,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,12.2892,93.3302,65.3472,19.3535,68.6187,980.208,15,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,0.39856,0.39856,0.39856,0,0.39856,0.39856,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.423176,1.4135,0.852771,0.233392,0.798164,19.6137,23,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.776809,0.776809,0.776809,0.000103572,0.776809,0.776809,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.4,1.11471,0.651107,0.178783,0.630213,22.7887,35,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,3.77029,79.5925,38.1843,23.5631,36.9349,878.239,23,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,80.8259,80.8259,80.8259,0.00854993,80.8259,80.8259,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,6.53534,82.5028,43.9456,23.7324,39.0496,1538.1,35,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,47.5692,47.5692,47.5692,0,47.5692,47.5692,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,113.124,113.124,113.124,0.0190805,113.124,113.124,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,48.3964,113.073,76.2267,20.8813,73.8192,1753.21,23,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,46.7934,112.347,78.4732,20.3664,74.3484,2746.56,35,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,23,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,35,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,37.6147,37.6147,37.6147,0.00545978,37.6147,37.6147,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,108.834,108.834,108.834,0,108.834,108.834,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,40.132,108.724,71.6526,21.6319,70.8507,1648.01,23,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,39.78,108.345,73.8448,20.7581,70.9962,2584.57,35,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,28.0104,28.0104,28.0104,0,28.0104,28.0104,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,28.5211,28.5211,28.5211,0,28.5211,28.5211,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,17.6476,28.2265,22.1559,2.91047,21.9243,509.586,23,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,16.8936,29.3598,22.7858,3.63096,22.7303,797.504,35,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,7.96104,7.96104,7.96104,0.000838956,7.96104,7.96104,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,11.7744,11.7744,11.7744,0,11.7744,11.7744,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,9.01661,15.6009,11.8063,2.39794,10.5859,271.544,23,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,6.20326,16.9793,12.167,2.91034,12.246,425.844,35,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,23,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,35,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,23,23,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,35,35,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,0.999773,18.022,5.70049,4.70857,4.19853,199.517,35,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,12.2892,93.3302,65.3472,19.3535,68.6187,980.208,15,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.423176,1.4135,0.867134,0.231857,0.798164,30.3497,35,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,3.77029,79.5925,40.8718,23.1243,36.9349,1430.51,35,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,48.3964,113.073,76.2267,20.8813,73.8192,1753.21,23,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,23,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,40.132,108.724,71.6526,21.6319,70.8507,1648.01,23,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,17.6476,28.2265,22.1559,2.91047,21.9243,509.586,23,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,9.01661,15.6009,11.8063,2.39794,10.5859,271.544,23,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,23,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,23,23,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,35,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,35,35,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,35,,Spine,,,0,,,1,,1,,
Spine Length,0.476304,8.23317,2.96575,2.21427,2.49175,103.801,35,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.423176,1.4135,0.967172,0.227783,0.907418,33.851,35,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.404828,0.966436,0.642856,0.138944,0.640688,22.5,35,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.4,0.759068,0.476563,0.107889,0.4,16.6797,35,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,7.28813,2.14181,2.12323,1.68116,74.9633,35,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.26883,0.74706,0.350868,0.778012,26.1471,35,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.02735,0.518873,0.245915,0.495928,18.1606,35,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,0.955983,0.437787,0.225865,0.4,15.3225,35,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,2.97213,0.73093,0.808689,0.378911,25.5826,35,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-141.505,141.181,0.331208,97.2788,3.25743,11.5923,35,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0.0199425,2.92124,0.810591,0.685117,0.685798,28.3707,35,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.337531,2.53573,0.979491,0.628874,0.733887,34.2822,35,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,3.82349,1.17567,1.04935,0.951551,41.1484,35,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.423176,1.4135,0.942522,0.22965,0.906459,32.9883,35,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.4,1.22321,0.697452,0.192567,0.720732,24.4108,35,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.09177,0.62286,0.292553,0.545133,21.8001,35,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.409657,1.25136,0.731163,0.190199,0.656946,25.5907,35,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.4,0.977439,0.604896,0.152312,0.590732,21.1714,35,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,0.958617,0.55317,0.239577,0.423508,19.3609,35,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.4,1.09873,0.557699,0.202021,0.492964,19.5195,35,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.4,0.90696,0.52507,0.149404,0.405928,18.3775,35,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,0.955983,0.486662,0.211168,0.4,17.0332,35,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0.0430162,1.48345,0.34506,0.27634,0.238661,12.0771,35,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0342815,1.61762,0.30035,0.316176,0.164183,10.5123,35,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,2.06139,0.372173,0.563566,0.176609,13.0261,35,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,39.9923,108.486,73.8719,20.9109,70.8958,2585.52,35,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,17.6083,27.689,22.4717,3.14207,22.3622,786.509,35,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,7.21218,15.334,11.8966,2.62597,11.6565,416.38,35,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,1.29835,37.1566,13.803,10.6979,10.678,483.104,35,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.557389,0.993462,0.868522,0.116141,0.903409,30.3983,35,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.4,1.11471,0.651107,0.178783,0.630213,22.7887,35,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,6.53534,82.5028,43.9456,23.7324,39.0496,1538.1,35,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,46.7934,112.347,78.4732,20.3664,74.3484,2746.56,35,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,35,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,178,2111,1107.71,532.973,1025,38770,35,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,39.78,108.345,73.8448,20.7581,70.9962,2584.57,35,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,16.8936,29.3598,22.7858,3.63096,22.7303,797.504,35,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,6.20326,16.9793,12.167,2.91034,12.246,425.844,35,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,35,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,35,35,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0335103,0.725237,0.178818,0.15296,0.131057,6.25862,35,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,35,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,35,35,,Spine,,,0,,,1,,1,,
Spine Volume,0.0995777,3.28073,0.908077,0.872219,0.550967,31.7827,35,um^3,Spine,,,0,,,1,,1,,
