Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Pt Branching Angle Type=Spine Branch,11.1276,85.2982,47.1125,22.9599,50.9803,659.575,14,°,Point,,,0,,,,,1,Spine Branch
Pt Diameter Type=Dendrite Beginning,0.659109,0.659109,0.659109,0.000113965,0.659109,0.659109,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Diameter Type=Spine Attachment,0.604144,1.40516,0.919999,0.209773,0.901091,32.2,35,um,Point,,,0,,,,,1,Spine Attachment
Pt Diameter Type=Dendrite Terminal,0.472867,0.472867,0.472867,0,0.472867,0.472867,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Diameter Type=Spine Terminal,0.35,0.92216,0.662849,0.130977,0.66822,36.4567,55,um,Point,,,0,,,,,1,Spine Terminal
Pt Diameter Type=Spine Branch,0.494865,1.50616,1.02959,0.298889,1.0367,15.4438,15,um,Point,,,0,,,,,1,Spine Branch
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Distance Type=Spine Attachment,0.961154,80.7361,40.8797,25.2491,34.8726,1430.79,35,um,Point,,,0,,,,,1,Spine Attachment
Pt Distance Type=Dendrite Terminal,85.8042,85.8042,85.8042,0.0138983,85.8042,85.8042,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Distance Type=Spine Terminal,2.6675,82.9042,40.8437,25.571,35.9062,2246.4,55,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance Type=Spine Branch,1.69549,80.941,42.739,23.9839,40.1721,641.085,15,um,Point,,,0,,,,,1,Spine Branch
Pt Distance from Origin Type=Dendrite Beginning,147.042,147.042,147.042,0,147.042,147.042,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning
Pt Distance from Origin Type=Dendrite Terminal,67.3833,67.3833,67.3833,0.0152216,67.3833,67.3833,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Spine Attachment,72.3325,146.524,109.866,23.5874,115.377,3845.3,35,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment
Pt Distance from Origin Type=Spine Terminal,72.1155,147.996,111.321,24.044,115.255,6122.68,55,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal
Pt Distance from Origin Type=Spine Branch,72.1956,146.756,108.816,22.4375,111.086,1632.24,15,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,35,,Point,,,0,,,,,1,Spine Attachment
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,55,,Point,,,0,,,,,1,Spine Terminal
Pt Generation Type=Spine Branch,0,0,0,0,0,0,15,,Point,,,0,,,,,1,Spine Branch
Pt Position X Type=Dendrite Beginning,110.687,110.687,110.687,0.0180785,110.687,110.687,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Dendrite Terminal,54.9678,54.9678,54.9678,0.00977295,54.9678,54.9678,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position X Type=Spine Attachment,59.1035,110.859,86.2167,16.695,90.1531,3017.59,35,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,58.7474,112.455,87.3735,16.9592,89.7078,4805.54,55,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position X Type=Spine Branch,59.0788,110.849,85.6611,15.8551,88.0983,1284.92,15,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Y Type=Dendrite Beginning,96.2363,96.2363,96.2363,0.0178715,96.2363,96.2363,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Dendrite Terminal,36.8807,36.8807,36.8807,0.000824884,36.8807,36.8807,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Y Type=Spine Attachment,39.5374,95.3,66.6867,17.4115,70.5732,2334.03,35,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,38.9065,95.9808,67.638,17.8293,70.8916,3720.09,55,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Spine Branch,39.3501,95.6919,65.7177,16.6417,66.5886,985.766,15,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Z Type=Dendrite Beginning,10.4107,10.4107,10.4107,0,10.4107,10.4107,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Dendrite Terminal,12.6041,12.6041,12.6041,0.00260385,12.6041,12.6041,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Z Type=Spine Attachment,10.2501,14.271,12.7816,1.08825,13.2487,447.357,35,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,8.67445,15.1866,12.4297,1.24039,12.3773,683.631,55,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Spine Branch,9.62955,14.8844,12.5703,1.15041,12.5595,188.554,15,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,35,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,55,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Type=Spine Branch,0,0,0,0,0,0,15,s,Point,,,0,,,,,1,Spine Branch
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,35,35,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,55,55,,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Spine Branch,1,1,1,0,1,15,15,,Point,,,0,,,,,1,Spine Branch
Spine Area,0.596004,5.31435,2.34829,1.03696,2.14733,164.38,70,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,11.1276,91.0074,60.8442,23.5045,65.3262,3650.65,60,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.494865,1.50616,0.978536,0.260615,0.942911,68.4976,70,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,0.961154,80.941,40.1917,25.3845,35.5689,2813.42,70,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,72.3325,146.524,109.866,23.5874,115.377,3845.3,35,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,35,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,59.1035,110.859,86.2167,16.695,90.1531,3017.59,35,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,39.5374,95.3,66.6867,17.4115,70.5732,2334.03,35,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,10.2501,14.271,12.7816,1.08825,13.2487,447.357,35,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,35,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,35,35,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,70,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,70,70,,Spine,,,0,,,1,,1,
Spine Branchings,0,2,0.228571,0.452657,0,16,70,,Spine,,,0,,,1,,1,
Spine Length,0.137309,2.03863,0.939531,0.454222,0.868239,65.7672,70,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.6037,1.57857,1.0533,0.246177,1.02487,73.7307,70,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.438929,1.45566,0.852916,0.23331,0.851427,59.7041,70,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.35,1.40516,0.678267,0.237991,0.658541,47.4787,70,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,1.28972,0.206744,0.325243,0,14.4721,70,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.41128,0.47583,0.447938,0.50768,33.3081,70,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.165,0.428634,0.406309,0.416992,30.0044,70,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,1.11282,0.399766,0.386533,0.35,27.9836,70,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,0.881505,0.188953,0.21873,0.116401,13.2267,70,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-165.52,170.982,14.6405,95.1234,-16.0689,1024.84,70,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,1.20681,0.286451,0.24895,0.244031,20.0516,70,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.301053,0.94177,0.522119,0.143664,0.524051,36.5483,70,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,0.733591,0.2114,0.227273,0.181219,14.798,70,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.494865,1.57857,1.03272,0.260548,1.02487,72.2902,70,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.35,1.40516,0.797947,0.228988,0.778898,55.8563,70,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.41128,0.397971,0.416623,0.35,27.858,70,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.423811,1.52916,0.931954,0.249468,0.932936,65.2368,70,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.35,1.40516,0.756733,0.235385,0.746286,52.9713,70,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.24201,0.380857,0.398651,0.35,26.66,70,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.35,1.50276,0.824185,0.261887,0.812226,57.693,70,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.35,1.40516,0.717166,0.24741,0.69791,50.2016,70,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.11282,0.366821,0.384293,0.35,25.6775,70,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.902871,0.248047,0.219421,0.217502,17.3633,70,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.038187,0.741416,0.197895,0.158619,0.142431,13.8527,70,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.751945,0.0859346,0.135714,0.044084,6.01542,70,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,58.9937,111.593,86.9694,16.7174,89.8485,6087.85,70,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,39,95.9056,67.2833,17.5889,70.6977,4709.83,70,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,9.03954,14.8844,12.5613,1.13406,12.8296,879.289,70,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.158099,16.318,3.09205,3.35599,1.85034,216.444,70,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.795684,1,0.957464,0.0499718,0.98091,67.0225,70,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.35,1.50616,0.741436,0.23509,0.700905,51.9005,70,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,1.69549,82.9042,41.2498,25.2513,36.0694,2887.49,70,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,72.1155,147.996,111.321,24.044,115.255,6122.68,55,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,55,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,1805,4095,3946.29,386.339,4095,217046,55,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,58.7474,112.455,87.3735,16.9592,89.7078,4805.54,55,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,38.9065,95.9808,67.638,17.8293,70.8916,3720.09,55,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,8.67445,15.1866,12.4297,1.24039,12.3773,683.631,55,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,55,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,55,55,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.0224493,1.789,0.286665,0.337773,0.180292,20.0665,70,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,70,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,70,70,,Spine,,,0,,,1,,1,
Spine Volume,0.0611413,1.26983,0.410984,0.265328,0.311226,28.7689,70,um^3,Spine,,,0,,,1,,1,
