
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament Area (sum),398.944,398.944,398.944,0.034842,398.944,398.944,1,um^2,Filament,,,,,,,,1,,
Filament BoundingBoxAA Length X,43.6251,43.6251,43.6251,0,43.6251,43.6251,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxAA Length Y,72.4134,72.4134,72.4134,0.0104581,72.4134,72.4134,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxAA Length Z,8.81643,8.81643,8.81643,0.00193186,8.81643,8.81643,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxOO Length A,3.73011,3.73011,3.73011,0.000132968,3.73011,3.73011,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length B,13.686,13.686,13.686,0,13.686,13.686,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length C,81.119,81.119,81.119,0,81.119,81.119,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament Dendrite Area (sum),266.939,266.939,266.939,0,266.939,266.939,1,um^2,Filament,,,,,,,,1,,
Filament Dendrite Length (sum),97.8725,97.8725,97.8725,0.0113632,97.8725,97.8725,1,um,Filament,,,,,,,,1,,
Filament Dendrite Volume (sum),58.1728,58.1728,58.1728,0,58.1728,58.1728,1,um^3,Filament,,,,,,,,1,,
Filament Distance from Origin,73.4337,73.4337,73.4337,0,73.4337,73.4337,1,um,Filament,,Filament Distance from Origin,,,,,,1,,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Length (sum),150.324,150.324,150.324,0,150.324,150.324,1,um,Filament,,,,,,,,1,,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Branches,0,1,0.97,0.170587,1,97,100,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,1010,1010,1010,0,1010,1010,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,2,0.987805,0.190884,1,81,82,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,39,39,39,0,39,39,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,39,39,39,0,39,39,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,1011,1011,1011,0,1011,1011,1,,Filament,,,,,,,,1,,
Filament Position X,71.2133,71.2133,71.2133,0.0149612,71.2133,71.2133,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,14.1257,14.1257,14.1257,0,14.1257,14.1257,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,11.0293,11.0293,11.0293,0.000846742,11.0293,11.0293,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),132.004,132.004,132.004,0,132.004,132.004,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),52.4518,52.4518,52.4518,0.00381566,52.4518,52.4518,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),25.4971,25.4971,25.4971,0.000935556,25.4971,25.4971,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),83.6698,83.6698,83.6698,0.002617,83.6698,83.6698,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,36.053,90.3998,72.713,15.9147,78.5142,1963.25,27,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,1.10185,1.10185,1.10185,0.000114376,1.10185,1.10185,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.608258,1.30717,0.933232,0.167687,0.930542,29.8634,32,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.765306,0.765306,0.765306,0,0.765306,0.765306,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.318249,1.44224,0.761157,0.258688,0.758219,29.6851,39,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,7.85875,96.6132,48.3427,28.0623,49.348,1546.97,32,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,97.8725,97.8725,97.8725,0.0113632,97.8725,97.8725,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,9.30838,98.2181,44.173,28.1555,34.5785,1722.75,39,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,102.212,102.212,102.212,0,102.212,102.212,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,58.3685,58.3685,58.3685,0.00926478,58.3685,58.3685,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,52.3837,98.8641,75.0818,15.794,70.4029,2402.62,32,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,50.8918,100.85,78.4706,16.0743,82.13,3060.35,39,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,32,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,39,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,87.8859,87.8859,87.8859,0.0127903,87.8859,87.8859,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,52.9633,52.9633,52.9633,0,52.9633,52.9633,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,47.9034,88.2685,70.7142,13.6248,68.6789,2262.85,32,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,47.6893,90.4173,73.5608,13.7547,78.5553,2868.87,39,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,51.6735,51.6735,51.6735,0,51.6735,51.6735,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,-19.8064,-19.8064,-19.8064,0.00274457,-19.8064,-19.8064,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,-19.2318,43.9003,12.8846,20.1013,12.3345,412.308,32,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,-19.2537,44.0553,16.8792,20.2472,21.7605,658.288,39,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,7.28894,7.28894,7.28894,0.00137566,7.28894,7.28894,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,14.4734,14.4734,14.4734,0,14.4734,14.4734,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,7.62492,14.5975,11.2319,2.08769,11.3072,359.42,32,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,6.98979,15.0665,10.7312,2.37214,10.6136,418.517,39,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,32,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,39,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,32,32,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,39,39,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,0.811254,8.43902,3.38473,1.75767,3.27649,132.004,39,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,36.053,90.3998,72.713,15.9147,78.5142,1963.25,27,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.608258,1.30717,0.939628,0.167847,0.903589,36.6455,39,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,7.85875,96.6132,42.7388,28.2247,34.0285,1666.81,39,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,52.3837,98.8641,75.0818,15.794,70.4029,2402.62,32,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,32,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,47.9034,88.2685,70.7142,13.6248,68.6789,2262.85,32,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,-19.2318,43.9003,12.8846,20.1013,12.3345,412.308,32,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,7.62492,14.5975,11.2319,2.08769,11.3072,359.42,32,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,32,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,32,32,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,39,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,39,39,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,39,,Spine,,,0,,,1,,1,,
Spine Length,0.516733,2.75827,1.34492,0.609356,1.25978,52.4518,39,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.818766,1.60565,1.16876,0.202351,1.09525,45.5817,39,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.472622,1.35908,0.891434,0.220468,0.855459,34.7659,39,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.29,1.12921,0.633604,0.240554,0.607101,24.7106,39,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,1.76642,0.532831,0.548304,0.304691,20.7804,39,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.53039,0.718713,0.480366,0.82451,28.0298,39,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.32075,0.574504,0.40312,0.682293,22.4057,39,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.28187,0.4769,0.370401,0.453948,18.5991,39,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,1.53589,0.372383,0.390623,0.249079,14.5229,39,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-168.916,178.675,24.7597,104.378,-9.54403,965.627,39,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,0.719096,0.223798,0.188947,0.205121,8.72812,39,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.348665,1.14052,0.641093,0.180944,0.629979,25.0026,39,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,1.06246,0.493526,0.310707,0.475219,19.2475,39,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.803959,1.60565,1.14897,0.203245,1.08919,44.8097,39,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.354504,1.52205,0.849724,0.281392,0.821243,33.1392,39,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.48265,0.826624,0.385732,0.90524,32.2383,39,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.718769,1.34578,1.0237,0.178395,0.989492,39.9244,39,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.329934,1.44224,0.780316,0.280852,0.726204,30.4323,39,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.37069,0.739086,0.383841,0.713867,28.8244,39,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.335493,1.30717,0.864357,0.185912,0.849603,33.7099,39,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.290731,1.44224,0.702392,0.288018,0.643026,27.3933,39,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.37069,0.669696,0.392205,0.63636,26.1182,39,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,1.06539,0.36138,0.251949,0.307983,14.0938,39,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0328013,0.917762,0.276832,0.222256,0.21919,10.7965,39,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.77513,0.23762,0.190069,0.206804,9.26719,39,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,48.169,89.2307,73.4946,13.706,78.1856,2866.29,39,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,-18.9821,43.8037,16.9541,20.2824,21.8616,661.209,39,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,7.34055,14.7014,10.6644,2.21799,10.205,415.911,39,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.491827,17.4116,4.20832,4.29871,1.99456,164.124,39,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.720909,0.978982,0.893435,0.0694225,0.908864,34.844,39,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.318249,1.44224,0.761157,0.258688,0.758219,29.6851,39,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,9.30838,98.2181,44.173,28.1555,34.5785,1722.75,39,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,50.8918,100.85,78.4706,16.0743,82.13,3060.35,39,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,39,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,502,4095,2415.26,1117.85,2226,94195,39,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,47.6893,90.4173,73.5608,13.7547,78.5553,2868.87,39,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,-19.2537,44.0553,16.8792,20.2472,21.7605,658.288,39,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,6.98979,15.0665,10.7312,2.37214,10.6136,418.517,39,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,39,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,39,39,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0168771,1.57076,0.316472,0.33195,0.228235,12.3424,39,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,39,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,39,39,,Spine,,,0,,,1,,1,,
Spine Volume,0.0621139,2.08285,0.653771,0.460616,0.484372,25.4971,39,um^3,Spine,,,0,,,1,,1,,
