
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament BoundingBoxAA Length Y,61.6728,61.6728,61.6728,0,61.6728,61.6728,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxAA Length Z,5.5507,5.5507,5.5507,0,5.5507,5.5507,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxOO Length A,4.36498,4.36498,4.36498,0.000953019,4.36498,4.36498,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length B,9.92681,9.92681,9.92681,0,9.92681,9.92681,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length C,82.0659,82.0659,82.0659,0,82.0659,82.0659,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament Dendrite Area (sum),251.769,251.769,251.769,0,251.769,251.769,1,um^2,Filament,,,,,,,,1,,
Filament Dendrite Length (sum),81.9218,81.9218,81.9218,0.0150017,81.9218,81.9218,1,um,Filament,,,,,,,,1,,
Filament Dendrite Volume (sum),62.2219,62.2219,62.2219,0.00725638,62.2219,62.2219,1,um^3,Filament,,,,,,,,1,,
Filament Distance from Origin,115.227,115.227,115.227,0.0138289,115.227,115.227,1,um,Filament,,Filament Distance from Origin,,,,,,1,,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Length (sum),180.293,180.293,180.293,0.010335,180.293,180.293,1,um,Filament,,,,,,,,1,,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Branches,0,1,0.94186,0.234007,1,81,86,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,1755,1755,1755,0,1755,1755,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,1,0.974684,0.157084,1,77,79,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,74,74,74,0,74,74,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,74,74,74,0,74,74,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,1756,1756,1756,0,1756,1756,1,,Filament,,,,,,,,1,,
Filament Position X,84.9391,84.9391,84.9391,0,84.9391,84.9391,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,77.6909,77.6909,77.6909,0.00552149,77.6909,77.6909,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,5.17769,5.17769,5.17769,0.000317494,5.17769,5.17769,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),246.325,246.325,246.325,0.0376856,246.325,246.325,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),98.3712,98.3712,98.3712,0,98.3712,98.3712,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),46.9839,46.9839,46.9839,0.00880504,46.9839,46.9839,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),109.206,109.206,109.206,0,109.206,109.206,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,39.1979,90.4167,71.7069,14.1575,77.2765,3155.1,44,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,0.444305,0.444305,0.444305,0,0.444305,0.444305,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.691293,1.62297,1.03134,0.209809,1.00163,57.7552,56,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.762532,0.762532,0.762532,6.58259e-05,0.762532,0.762532,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.27,1.26663,0.742245,0.194659,0.719642,54.9261,74,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,0.307237,81.7525,35.6743,24.348,32.8036,1997.76,56,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,81.9218,81.9218,81.9218,0.0150017,81.9218,81.9218,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,1.1086,84.2311,36.9289,24.5233,34.2298,2732.74,74,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,80.6683,80.6683,80.6683,0,80.6683,80.6683,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,157.356,157.356,157.356,0.00237601,157.356,157.356,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,80.8473,157.277,114.285,23.076,111.406,6399.97,56,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,78.1264,159.202,114.148,23.4799,111.975,8446.94,74,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,56,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,74,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,60.2063,60.2063,60.2063,0.00788782,60.2063,60.2063,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,111.055,111.055,111.055,0.00737263,111.055,111.055,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,60.241,111.084,84.229,15.9084,82.0204,4716.82,56,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,58.185,112.124,84.2085,16.2769,81.8092,6231.43,74,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,53.3811,53.3811,53.3811,0.00476327,53.3811,53.3811,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,111.245,111.245,111.245,0,111.245,111.245,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,53.6307,111.111,77.035,16.8404,75.2564,4313.96,56,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,51.8229,112.774,76.849,17.074,76.1461,5686.83,74,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,5.74847,5.74847,5.74847,0.00121918,5.74847,5.74847,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,7.23016,7.23016,7.23016,0,7.23016,7.23016,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,3.58192,7.13118,5.19773,1.00379,5.13202,291.073,56,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,2.8696,7.48285,5.17179,0.987511,5.39099,382.713,74,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,56,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,74,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,56,56,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,74,74,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,0.780854,9.06648,3.32872,1.84231,2.91922,246.326,74,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,39.1979,90.4167,71.7069,14.1575,77.2765,3155.1,44,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.691293,1.62297,1.01094,0.208123,0.994392,74.8099,74,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,0.307237,81.7525,35.4652,24.543,32.8036,2624.42,74,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,80.8473,157.277,114.285,23.076,111.406,6399.97,56,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,56,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,60.241,111.084,84.229,15.9084,82.0204,4716.82,56,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,53.6307,111.111,77.035,16.8404,75.2564,4313.96,56,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,3.58192,7.13118,5.19773,1.00379,5.13202,291.073,56,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,56,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,56,56,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,74,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,74,74,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,74,,Spine,,,0,,,1,,1,,
Spine Length,0.429752,3.28174,1.32934,0.656022,1.11615,98.3712,74,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.768568,1.62297,1.22356,0.18105,1.21738,90.5434,74,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.430281,1.30661,0.928273,0.200445,0.952971,68.6922,74,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.27,1.19391,0.646547,0.228985,0.670059,47.8445,74,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,2.26338,0.531906,0.590511,0.436611,39.3611,74,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.53293,0.667813,0.51057,0.826795,49.4182,74,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.42446,0.543833,0.43728,0.598999,40.2437,74,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.28055,0.453295,0.39815,0.392455,33.5438,74,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,1.85676,0.393106,0.431495,0.252582,29.0899,74,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-170.309,168.834,24.1476,95.6529,-11.8277,1786.92,74,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,0.761451,0.144322,0.186199,0.0715023,10.6798,74,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.37555,1.23822,0.69171,0.195261,0.652806,51.1865,74,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,1.32569,0.530178,0.337378,0.46999,39.2332,74,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.768568,1.62297,1.21186,0.178826,1.18654,89.6777,74,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.27429,1.31791,0.880092,0.227859,0.885167,65.1268,74,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.53293,0.980218,0.343925,1.03958,72.5362,74,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.64892,1.54235,1.08714,0.175738,1.06699,80.4481,74,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.270912,1.28358,0.79053,0.214475,0.805448,58.4992,74,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.47827,0.851801,0.352808,0.914711,63.0333,74,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.35411,1.43727,0.913379,0.198428,0.937846,67.5901,74,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.27,1.26663,0.692678,0.215472,0.686986,51.2582,74,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.42343,0.75468,0.369592,0.796193,55.8464,74,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,0.797664,0.298225,0.21795,0.258809,22.0686,74,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0316977,0.828652,0.286382,0.175782,0.238741,21.1923,74,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,1.06803,0.305082,0.227464,0.256803,22.5761,74,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,59.138,111.538,84.1253,16.1763,81.9238,6225.27,74,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,52.8529,111.96,76.9043,16.9901,75.7441,5690.92,74,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,3.15592,7.03939,5.11365,0.906972,5.11139,378.41,74,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.534331,17.0905,3.79129,4.07742,2.12406,280.556,74,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.667639,0.997946,0.873287,0.0724215,0.883328,64.6233,74,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.27,1.26663,0.742245,0.194659,0.719642,54.9261,74,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,1.1086,84.2311,36.9289,24.5233,34.2298,2732.74,74,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,78.1264,159.202,114.148,23.4799,111.975,8446.94,74,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,74,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,134,1994,975.459,380.325,976,72184,74,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,58.185,112.124,84.2085,16.2769,81.8092,6231.43,74,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,51.8229,112.774,76.849,17.074,76.1461,5686.83,74,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,2.8696,7.48285,5.17179,0.987511,5.39099,382.713,74,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,74,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,74,74,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.010306,1.06402,0.259401,0.202438,0.195141,19.1956,74,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,74,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,74,74,,Spine,,,0,,,1,,1,,
Spine Volume,0.0565221,2.23839,0.634918,0.457523,0.545482,46.9839,74,um^3,Spine,,,0,,,1,,1,,
