
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Spine Terminal Pt Distance from Origin,154.356,172.098,162.24,4.77522,161.234,6002.89,37,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,37,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,417,2168,1389.73,471.145,1459,51420,37,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,46.0128,98.107,68.8084,16.9853,68.2842,2545.91,37,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,127.693,164.601,145.184,10.9994,140.764,5371.8,37,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,7.44585,15.2661,10.7951,2.41107,10.7005,399.419,37,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,37,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,37,37,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.00881719,0.396555,0.0986163,0.0817809,0.0806299,3.6488,37,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,37,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,37,37,,Spine,,,0,,,1,,1,,
Spine Volume,0.0216617,1.22334,0.403555,0.307448,0.3009,14.9315,37,um^3,Spine,,,0,,,1,,1,,
