
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Length (sum),469.724,469.724,469.724,0.0722726,469.724,469.724,1,um,Filament,,,,,,,,1,,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Branches,0,1,0.915254,0.278503,1,108,118,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,2842,2842,2842,0,2842,2842,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,3,1.33333,0.816497,1,72,54,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,102,102,102,0,102,102,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,308,308,308,0,308,308,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,206,206,206,0,206,206,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,2843,2843,2843,0,2843,2843,1,,Filament,,,,,,,,1,,
Filament Position X,75.3197,75.3197,75.3197,0.00506645,75.3197,75.3197,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,34.2806,34.2806,34.2806,0,34.2806,34.2806,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,8.54529,8.54529,8.54529,0,8.54529,8.54529,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),700.202,700.202,700.202,0,700.202,700.202,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),360.78,360.78,360.78,0,360.78,360.78,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),101.596,101.596,101.596,0,101.596,101.596,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),210.894,210.894,210.894,0.0304687,210.894,210.894,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,19.946,89.7409,70.6887,14.9173,75.4433,4665.45,66,°,Point,,,0,,,,,1,Spine Attachment,
Pt Branching Angle Type=Spine Branch,2.47116,94.2185,42.1078,23.4078,42.1947,4000.24,95,°,Point,,,0,,,,,1,Spine Branch,
Pt Diameter Type=Dendrite Beginning,0.54869,0.54869,0.54869,0,0.54869,0.54869,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.626786,1.963,1.15765,0.269306,1.15301,92.6117,80,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.726958,0.726958,0.726958,0,0.726958,0.726958,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.4,1.27367,0.596237,0.182266,0.561495,122.825,206,um,Point,,,0,,,,,1,Spine Terminal,
Pt Diameter Type=Spine Branch,0.4,1.5955,0.779066,0.314303,0.767113,79.4648,102,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,0.505198,108.783,50.6395,31.9852,51.9804,4051.16,80,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,108.944,108.944,108.944,0.0139125,108.944,108.944,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,1.49579,116.871,61.9599,34.0328,64.6303,12763.7,206,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Spine Branch,1.02637,114.94,68.0268,34.8459,70.097,6938.74,102,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance from Origin Type=Dendrite Beginning,80.1318,80.1318,80.1318,0.0146116,80.1318,80.1318,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Spine Attachment,64.2608,118.57,80.8691,15.0063,75.4785,6469.52,80,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Dendrite Terminal,118.715,118.715,118.715,0.0195762,118.715,118.715,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Terminal,60.5803,125.217,85.0261,18.4619,78.4565,17515.4,206,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Spine Branch,62.356,123.799,89.2027,20.2179,82.8705,9098.67,102,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,80,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,206,,Point,,,0,,,,,1,Spine Terminal,
Pt Generation Type=Spine Branch,0,0,0,0,0,0,102,,Point,,,0,,,,,1,Spine Branch,
Pt Position X Type=Dendrite Beginning,79.9225,79.9225,79.9225,0,79.9225,79.9225,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Spine Attachment,51.2998,107.277,73.0268,14.0191,70.4071,5842.14,80,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Dendrite Terminal,107.396,107.396,107.396,0.00811651,107.396,107.396,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Terminal,45.8249,114.326,75.7399,17.6554,72.3756,15602.4,206,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position X Type=Spine Branch,46.726,112.704,79.2319,19.7432,77.144,8081.65,102,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Y Type=Dendrite Beginning,5.11273,5.11273,5.11273,0,5.11273,5.11273,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Spine Attachment,5.11689,49.1696,31.5494,13.0241,38.0765,2523.95,80,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Dendrite Terminal,49.2402,49.2402,49.2402,0,49.2402,49.2402,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Terminal,0.16597,53.5659,35.0279,13.8617,38.9204,7215.75,206,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Spine Branch,1.86279,51.2666,37.4237,13.7809,39.3949,3817.21,102,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Z Type=Dendrite Beginning,2.71204,2.71204,2.71204,0.000472776,2.71204,2.71204,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Spine Attachment,2.33777,12.0083,7.56064,3.65919,9.40881,604.852,80,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Dendrite Terminal,11.6096,11.6096,11.6096,0,11.6096,11.6096,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Terminal,1.48295,16.4086,9.26487,4.13603,10.7328,1908.56,206,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Spine Branch,2.06789,15.2121,9.74367,3.60713,10.941,993.854,102,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Spine Total Area,0.364559,58.4311,8.75252,11.1247,4.91691,700.202,80,um^2,Point,,,0,,,,,1,,
Pt Spine Total Length,0.248021,35.2236,4.50976,5.88733,2.613,360.78,80,um,Point,,,0,,,,,1,,
Pt Spine Total Volume,0.0292444,8.04911,1.26995,1.64522,0.730863,101.596,80,um^3,Point,,,0,,,,,1,,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,80,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,206,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Type=Spine Branch,0,0,0,0,0,0,102,s,Point,,,0,,,,,1,Spine Branch,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,80,80,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,206,206,,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Spine Branch,1,1,1,0,1,102,102,,Point,,,0,,,,,1,Spine Branch,
Spine Area,0.251327,7.84671,2.27338,1.50638,1.92355,700.202,308,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,2.47116,94.2185,49.4763,24.9065,49.6693,12665.9,256,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.4,1.963,0.898311,0.34771,0.926395,276.68,308,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,0.505198,114.94,62.6769,34.4628,63.9279,19304.5,308,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,64.2608,118.57,80.8691,15.0063,75.4785,6469.52,80,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,80,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,51.2998,107.277,73.0268,14.0191,70.4071,5842.14,80,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,5.11689,49.1696,31.5494,13.0241,38.0765,2523.95,80,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,2.33777,12.0083,7.56064,3.65919,9.40881,604.852,80,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,80,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,80,80,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,308,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,308,308,,Spine,,,0,,,1,,1,,
Spine Branchings,0,2,0.353896,0.523553,0,109,308,,Spine,,,0,,,1,,1,,
Spine Length,0,5.96619,1.17137,1.02819,0.848175,360.781,308,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.4,1.963,0.972828,0.300209,0.959513,299.631,308,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.4,1.66618,0.729823,0.260278,0.698877,224.786,308,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.4,1.48134,0.578494,0.239899,0.427591,178.176,308,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,5.19531,0.544103,0.921217,0,167.584,308,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.28413,0.345365,0.343673,0.4,106.372,308,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.20948,0.300565,0.296507,0.4,92.5739,308,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.20948,0.279835,0.278016,0.4,86.1893,308,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,0.911854,0.154928,0.19874,0.085509,47.7179,308,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-179.281,177.365,10.9055,104.797,33.3732,3358.89,308,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,2.05191,0.319843,0.338088,0.25385,98.5117,308,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.2,1.98141,0.589887,0.290158,0.523154,181.685,308,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,2.72308,0.384175,0.49477,0.213745,118.326,308,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.4,1.68586,0.895137,0.334922,0.906369,275.702,308,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.4,1.963,0.741969,0.290261,0.691036,228.526,308,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.65065,0.422622,0.370084,0.4,130.167,308,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.4,1.64068,0.772957,0.296456,0.735422,238.071,308,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.4,1.963,0.702068,0.284041,0.652877,216.237,308,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.65065,0.404264,0.356309,0.4,124.513,308,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.4,1.5955,0.674704,0.295411,0.587677,207.809,308,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.4,1.963,0.666676,0.289552,0.59492,205.336,308,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.65065,0.39135,0.348247,0.4,120.536,308,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,0.895265,0.13242,0.15373,0.0792066,40.7853,308,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0167552,1.9803,0.22325,0.25778,0.127054,68.7611,308,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.601111,0.0947982,0.114129,0.067485,29.1978,308,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,46.3513,113.391,76.9271,18.3525,74.1478,23693.6,308,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,1.13682,51.3481,35.7446,13.7569,39.026,11009.3,308,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,1.66157,15.6253,9.23106,3.83162,10.816,2843.17,308,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.0967801,45.4421,6.18597,7.63627,2.84925,1905.28,308,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.745267,1,0.951165,0.0552068,0.97224,292.959,308,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.4,1.5955,0.656784,0.249676,0.603052,202.29,308,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,1.02637,116.871,63.969,34.4229,65.3528,19702.5,308,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,60.5803,125.217,85.0261,18.4619,78.4565,17515.4,206,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,206,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,299,1637,804.908,265.491,781,165811,206,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,45.8249,114.326,75.7399,17.6554,72.3756,15602.4,206,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,0.16597,53.5659,35.0279,13.8617,38.9204,7215.75,206,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,1.48295,16.4086,9.26487,4.13603,10.7328,1908.56,206,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,206,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,206,206,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0335103,2.12662,0.221352,0.288458,0.114832,68.1763,308,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,308,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,308,308,,Spine,,,0,,,1,,1,,
Spine Volume,0.0167552,1.86991,0.329858,0.264873,0.248764,101.596,308,um^3,Spine,,,0,,,1,,1,,
