
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Dendrite Volume,46.4307,46.4307,46.4307,0,46.4307,46.4307,1,um^3,Dendrite,,,0,,,1,,1,,
Filament Area (sum),252.24,252.24,252.24,0.0175355,252.24,252.24,1,um^2,Filament,,,,,,,,1,,
Filament BoundingBoxAA Length X,48.635,48.635,48.635,0.0110303,48.635,48.635,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxAA Length Y,38.1323,38.1323,38.1323,0.00338067,38.1323,38.1323,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxAA Length Z,7.49676,7.49676,7.49676,0,7.49676,7.49676,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxOO Length A,2.96533,2.96533,2.96533,0,2.96533,2.96533,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length B,12.794,12.794,12.794,0,12.794,12.794,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length C,58.7915,58.7915,58.7915,0.0102773,58.7915,58.7915,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament Dendrite Area (sum),196.632,196.632,196.632,0.0346372,196.632,196.632,1,um^2,Filament,,,,,,,,1,,
Filament Dendrite Length (sum),68.1049,68.1049,68.1049,0,68.1049,68.1049,1,um,Filament,,,,,,,,1,,
Filament Dendrite Volume (sum),46.4307,46.4307,46.4307,0,46.4307,46.4307,1,um^3,Filament,,,,,,,,1,,
Filament Distance from Origin,85.9535,85.9535,85.9535,0,85.9535,85.9535,1,um,Filament,,Filament Distance from Origin,,,,,,1,,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Length (sum),94.6962,94.6962,94.6962,0.0146561,94.6962,94.6962,1,um,Filament,,,,,,,,1,,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Branches,0,1,0.971429,0.166599,1,68,70,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,418,418,418,0,418,418,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,1,0.966102,0.180967,1,57,59,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,2,2,2,0,2,2,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,21,21,21,0,21,21,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,19,19,19,0,19,19,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,419,419,419,0,419,419,1,,Filament,,,,,,,,1,,
Filament Position X,57.2559,57.2559,57.2559,0.00224682,57.2559,57.2559,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,62.1437,62.1437,62.1437,0.00489552,62.1437,62.1437,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,15.7459,15.7459,15.7459,0,15.7459,15.7459,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),55.6085,55.6085,55.6085,0.00347054,55.6085,55.6085,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),26.5913,26.5913,26.5913,0.00440244,26.5913,26.5913,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),8.53156,8.53156,8.53156,0,8.53156,8.53156,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),54.9623,54.9623,54.9623,0,54.9623,54.9623,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,21.5595,89.8463,61.2851,21.3781,70.6667,796.706,13,°,Point,,,0,,,,,1,Spine Attachment,
Pt Branching Angle Type=Spine Branch,44.2361,49.6114,46.9237,2.68765,49.6114,93.8474,2,°,Point,,,0,,,,,1,Spine Branch,
Pt Diameter Type=Dendrite Beginning,1.12523,1.12523,1.12523,0.000188217,1.12523,1.12523,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.761909,1.38154,1.01958,0.169457,0.96607,15.2936,15,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.774342,0.774342,0.774342,0.00014417,0.774342,0.774342,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.5,1.00729,0.602395,0.152478,0.5,11.4455,19,um,Point,,,0,,,,,1,Spine Terminal,
Pt Diameter Type=Spine Branch,0.967662,1.37581,1.17174,0.204075,1.37581,2.34347,2,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,3.16096,64.9518,35.8103,19.5028,37.9857,537.155,15,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,68.1049,68.1049,68.1049,0,68.1049,68.1049,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,5.12081,66.7269,32.7262,20.7447,35.5535,621.798,19,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Spine Branch,3.58712,7.30787,5.4475,1.86038,7.30787,10.895,2,um,Point,,,0,,,,,1,Spine Branch,
Pt Distance from Origin Type=Dendrite Beginning,109.888,109.888,109.888,0.0117365,109.888,109.888,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,57.4666,57.4666,57.4666,0.00789413,57.4666,57.4666,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,59.147,109.572,83.0365,16.6515,81.0905,1245.55,15,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,59.7866,112.124,87.5045,17.7967,84.3711,1662.59,19,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Spine Branch,108.076,109.831,108.953,0.877285,109.831,217.907,2,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,15,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,19,,Point,,,0,,,,,1,Spine Terminal,
Pt Generation Type=Spine Branch,0,0,0,0,0,0,2,,Point,,,0,,,,,1,Spine Branch,
Pt Position X Type=Dendrite Beginning,79.4251,79.4251,79.4251,0,79.4251,79.4251,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,31.7399,31.7399,31.7399,0.00417511,31.7399,31.7399,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,34.6854,77.0399,54.9406,12.4229,55.1019,824.109,15,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,34.5998,77.8476,58.4177,13.3352,56.1716,1109.94,19,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position X Type=Spine Branch,73.4332,76.9993,75.2162,1.78299,76.9993,150.432,2,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Y Type=Dendrite Beginning,74.7652,74.7652,74.7652,0,74.7652,74.7652,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,43.7519,43.7519,43.7519,0,43.7519,43.7519,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,43.8719,77.9109,59.8937,12.3348,57.2633,898.406,15,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,42.3173,79.696,62.9385,13.1571,60.5145,1195.83,19,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Spine Branch,77.1904,78.0784,77.6344,0.44417,78.0784,155.269,2,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Position Z Type=Dendrite Beginning,13.311,13.311,13.311,0.00271036,13.311,13.311,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,19.5131,19.5131,19.5131,0,19.5131,19.5131,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,13.3052,19.2498,16.0507,1.58247,15.9304,240.76,15,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,12.9085,19.1818,15.6741,1.80634,15.2031,297.808,19,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Spine Branch,13.2497,13.8483,13.549,0.299273,13.8483,27.098,2,um,Point,,Pt Position,0,,,,,1,Spine Branch,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,15,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,19,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Type=Spine Branch,0,0,0,0,0,0,2,s,Point,,,0,,,,,1,Spine Branch,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,15,15,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,19,19,,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Spine Branch,1,1,1,0,1,2,2,,Point,,,0,,,,,1,Spine Branch,
Spine Area,1.37599,5.73267,2.64803,1.10329,2.42658,55.6085,21,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,21.5595,89.8463,57.9059,19.7053,49.6114,984.401,17,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.761909,1.38154,1.06325,0.193189,0.967662,22.3282,21,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,3.16096,64.9518,28.6587,21.1729,33.4837,601.833,21,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,59.147,109.572,83.0365,16.6515,81.0905,1245.55,15,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,15,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,34.6854,77.0399,54.9406,12.4229,55.1019,824.109,15,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,43.8719,77.9109,59.8937,12.3348,57.2633,898.406,15,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,13.3052,19.2498,16.0507,1.58247,15.9304,240.76,15,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,15,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,15,15,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,21,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,21,21,,Spine,,,0,,,1,,1,,
Spine Branchings,0,1,0.0952381,0.293544,0,2,21,,Spine,,,0,,,1,,1,,
Spine Length,0.219223,2.56738,1.26625,0.571923,1.3373,26.5913,21,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.832313,1.47616,1.11317,0.197578,1.04441,23.3766,21,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.57631,1.24661,0.769801,0.189229,0.696013,16.1658,21,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.5,1.1174,0.560152,0.1598,0.5,11.7632,21,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,1.88898,0.526385,0.471384,0.46917,11.0541,21,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.24182,0.583115,0.293354,0.562864,12.2454,21,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,0.999823,0.519264,0.249136,0.513255,10.9045,21,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,0.766026,0.480631,0.216591,0.5,10.0933,21,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,0.764466,0.228317,0.20133,0.169693,4.79466,21,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-112.474,179.717,58.4686,72.8867,84.9645,1227.84,21,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,0.527427,0.242325,0.164079,0.217227,5.08883,21,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.409332,1.08622,0.622598,0.174072,0.589301,13.0745,21,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,1.1011,0.438425,0.308509,0.454549,9.20693,21,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.832313,1.47616,1.09898,0.19194,1.04441,23.0786,21,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.5,1.38154,0.712918,0.24167,0.641383,14.9713,21,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.18798,0.527117,0.329684,0.515424,11.0695,21,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.727081,1.42139,0.922398,0.18058,0.880904,19.3704,21,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.5,1.38154,0.660094,0.224011,0.564767,13.862,21,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.18798,0.496443,0.301155,0.50489,10.4253,21,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.5,1.37581,0.716645,0.221181,0.662779,15.0495,21,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.5,1.38154,0.603001,0.220124,0.505858,12.663,21,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.18798,0.472616,0.280005,0.5,9.92493,21,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,0.618054,0.172461,0.14977,0.168139,3.62169,21,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.066905,0.690327,0.203351,0.174922,0.138539,4.27036,21,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.383979,0.122689,0.0987693,0.111851,2.57647,21,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,34.6149,77.2483,59.9209,13.6616,56.1777,1258.34,21,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,43.3482,78.8169,64.0686,13.0441,61.6058,1345.44,21,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,13.1028,19.1647,15.3713,1.72974,15.184,322.797,21,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.165099,12.0147,4.58206,2.7024,4.9363,96.2232,21,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.778942,1,0.936148,0.0512662,0.938289,19.6591,21,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.5,1.37581,0.656618,0.230072,0.525106,13.789,21,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,3.58712,66.7269,30.1283,21.3028,34.4862,632.693,21,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,59.7866,112.124,87.5045,17.7967,84.3711,1662.59,19,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,19,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,97,1376,577.421,368.211,494,10971,19,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,34.5998,77.8476,58.4177,13.3352,56.1716,1109.94,19,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,42.3173,79.696,62.9385,13.1571,60.5145,1195.83,19,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,12.9085,19.1818,15.6741,1.80634,15.2031,297.808,19,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,19,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,19,19,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0654498,1.36357,0.213476,0.293857,0.0758121,4.48299,21,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,21,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,21,21,,Spine,,,0,,,1,,1,,
Spine Volume,0.170573,0.965662,0.406265,0.231864,0.329978,8.53156,21,um^3,Spine,,,0,,,1,,1,,
