
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),101.829,101.829,101.829,0.0118911,101.829,101.829,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,35.0056,90.3099,70.8941,11.8404,71.1031,3119.34,44,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,1.28692,1.28692,1.28692,0,1.28692,1.28692,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.417548,1.59347,1.09565,0.230891,1.12551,63.5479,58,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.467645,0.467645,0.467645,7.38022e-05,0.467645,0.467645,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.25,1.09647,0.70941,0.194111,0.729267,55.334,78,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,0.599533,59.9241,24.5107,16.8726,24.8724,1421.62,58,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,67.6417,67.6417,67.6417,0.00350355,67.6417,67.6417,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,1.79154,61.0341,24.7105,17.3031,21.2419,1927.42,78,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,105.993,105.993,105.993,0,105.993,105.993,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,129.051,129.051,129.051,0.030703,129.051,129.051,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,106.217,127.968,115.113,6.23807,116.015,6676.55,58,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,104.857,128.29,114.722,6.30784,114.369,8948.3,78,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,58,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,78,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,51.6004,51.6004,51.6004,0,51.6004,51.6004,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,0.261135,0.261135,0.261135,4.56171e-05,0.261135,0.261135,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,7.66277,51.2236,35.0867,12.1811,36.9566,2035.03,58,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,7.87593,51.4696,36.0596,12.6222,39.6218,2812.65,78,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,90.2824,90.2824,90.2824,0.00660166,90.2824,90.2824,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,125.22,125.22,125.22,0.0183581,125.22,125.22,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,90.7374,123.965,105.42,9.70644,106.788,6114.38,58,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,90.4795,124.478,104.587,9.79752,104.367,8157.79,78,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,20.5171,20.5171,20.5171,0.00362119,20.5171,20.5171,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,31.2115,31.2115,31.2115,0,31.2115,31.2115,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,20.6143,30.8221,26.3238,3.13777,26.9766,1526.78,58,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,19.7809,32.1685,26.375,3.34203,26.4796,2057.25,78,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,58,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,78,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,58,58,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,78,78,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,0.987266,7.86829,3.13457,1.69534,2.59177,244.496,78,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,35.0056,90.3099,70.8941,11.8404,71.1031,3119.34,44,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.417548,1.59347,1.09957,0.222584,1.13421,85.7663,78,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,0.599533,59.9241,23.24,17.2442,19.7758,1812.72,78,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,106.217,127.968,115.113,6.23807,116.015,6676.55,58,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,58,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,7.66277,51.2236,35.0867,12.1811,36.9566,2035.03,58,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,90.7374,123.965,105.42,9.70644,106.788,6114.38,58,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,20.6143,30.8221,26.3238,3.13777,26.9766,1526.78,58,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,58,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,58,58,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,78,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,78,78,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,78,,Spine,,,0,,,1,,1,,
Spine Length,0.434751,2.93505,1.2754,0.564723,1.2102,99.4814,78,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.698844,1.62774,1.26451,0.187175,1.25605,98.6315,78,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.516027,1.28137,0.932594,0.186981,0.937546,72.7423,78,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.25,0.995746,0.638855,0.21626,0.685435,49.8307,78,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,1.97542,0.486956,0.502326,0.389911,37.9826,78,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.52878,0.79449,0.469709,0.914015,61.9702,78,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.43208,0.661895,0.426488,0.762921,51.6278,78,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.33252,0.567316,0.400579,0.664727,44.2506,78,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,1.63977,0.387286,0.383524,0.241989,30.2083,78,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-176.447,168.749,-39.2333,92.6665,-10.6246,-3060.2,78,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,0.803457,0.154637,0.176329,0.0953898,12.0617,78,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.348207,1.15946,0.637498,0.182044,0.62203,49.7248,78,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,1.19375,0.521426,0.278408,0.533064,40.6712,78,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.697183,1.62774,1.26271,0.185945,1.25605,98.491,78,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.318507,1.16261,0.813378,0.19537,0.844884,63.4435,78,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.54856,0.975607,0.334026,1.00192,76.0973,78,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.565822,1.48291,1.13878,0.172397,1.15605,88.8247,78,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.282133,1.11396,0.745747,0.195101,0.774866,58.1683,78,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.37131,0.837668,0.32936,0.878733,65.3381,78,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.417548,1.33314,0.971642,0.192295,0.968479,75.788,78,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.25,1.08975,0.669463,0.21136,0.719968,52.2181,78,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.19365,0.733327,0.322827,0.781086,57.1995,78,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,1.21277,0.306742,0.243674,0.261841,23.9259,78,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0284542,0.797463,0.237757,0.159964,0.217158,18.545,78,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.946239,0.303795,0.224774,0.249717,23.696,78,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,7.7373,51.3745,36.0266,12.5645,39.6038,2810.07,78,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,90.7903,124.108,104.605,9.83962,104.052,8159.19,78,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,20.1008,31.656,26.1838,3.19911,26.2828,2042.33,78,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.531677,27.4426,3.98153,5.18419,1.9911,310.56,78,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.723801,0.99857,0.910887,0.0609571,0.916063,71.0492,78,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.25,1.09647,0.70941,0.194111,0.729267,55.334,78,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,1.79154,61.0341,24.7105,17.3031,21.2419,1927.42,78,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,104.857,128.29,114.722,6.30784,114.369,8948.3,78,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,78,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,180,2290,1181.95,494.056,1133,92192,78,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,7.87593,51.4696,36.0596,12.6222,39.6218,2812.65,78,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,90.4795,124.478,104.587,9.79752,104.367,8157.79,78,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,19.7809,32.1685,26.375,3.34203,26.4796,2057.25,78,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,78,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,78,78,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.00818123,0.690231,0.228201,0.163049,0.203076,17.7997,78,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,78,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,78,78,,Spine,,,0,,,1,,1,,
Spine Volume,0.123467,1.89892,0.601928,0.464893,0.447452,46.9504,78,um^3,Spine,,,0,,,1,,1,,
