
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type,
Filament BoundingBoxAA Length Z,4.79906,4.79906,4.79906,0.0009361,4.79906,4.79906,1,um,Filament,,Filament BoundingBoxAA Length,,,,,,1,,
Filament BoundingBoxOO Length A,3.33759,3.33759,3.33759,0.000290531,3.33759,3.33759,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length B,6.69057,6.69057,6.69057,0.000360766,6.69057,6.69057,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament BoundingBoxOO Length C,92.9658,92.9658,92.9658,0,92.9658,92.9658,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,,
Filament Dendrite Area (sum),299.919,299.919,299.919,0,299.919,299.919,1,um^2,Filament,,,,,,,,1,,
Filament Dendrite Length (sum),95.6482,95.6482,95.6482,0,95.6482,95.6482,1,um,Filament,,,,,,,,1,,
Filament Dendrite Volume (sum),77.3089,77.3089,77.3089,0,77.3089,77.3089,1,um^3,Filament,,,,,,,,1,,
Filament Distance from Origin,170.136,170.136,170.136,0.0234104,170.136,170.136,1,um,Filament,,Filament Distance from Origin,,,,,,1,,
Filament Full Branch Depth,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Full Branch Level,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament Length (sum),127.351,127.351,127.351,0,127.351,127.351,1,um,Filament,,,,,,,,1,,
Filament No. Dendrite Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Branches,0,1,0.979381,0.142104,1,95,97,,Filament,,,,0.000,,,,1,,
Filament No. Dendrite Segments,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Dendrite Terminal Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Edges,881,881,881,0,881,881,1,,Filament,,,,,,,,1,,
Filament No. Sholl Intersections,0,1,0.978495,0.145062,1,91,93,,Filament,,,,,,,0.000,1,,
Filament No. Spine Branch Pts,0,0,0,0,0,0,1,,Filament,,,,,,,,1,,
Filament No. Spine Segments,29,29,29,0,29,29,1,,Filament,,,,,,,,1,,
Filament No. Spine Terminal Pts,29,29,29,0,29,29,1,,Filament,,,,,,,,1,,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament No. Vertices,882,882,882,0,882,882,1,,Filament,,,,,,,,1,,
Filament Position X,111.35,111.35,111.35,0,111.35,111.35,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Y,128.473,128.473,128.473,0.0280525,128.473,128.473,1,um,Filament,,Filament Position,,,,,,1,,
Filament Position Z,6.50144,6.50144,6.50144,0,6.50144,6.50144,1,um,Filament,,Filament Position,,,,,,1,,
Filament Spine Area (sum),61.1178,61.1178,61.1178,0,61.1178,61.1178,1,um^2,Filament,,,,,,,,1,,
Filament Spine Length (sum),31.7029,31.7029,31.7029,0,31.7029,31.7029,1,um,Filament,,,,,,,,1,,
Filament Spine Volume (sum),9.1068,9.1068,9.1068,0,9.1068,9.1068,1,um^3,Filament,,,,,,,,1,,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,,
Filament Volume (sum),86.4157,86.4157,86.4157,0.015198,86.4157,86.4157,1,um^3,Filament,,,,,,,,1,,
Pt Branching Angle Type=Spine Attachment,38.6055,89.8914,65.1456,15.1295,69.8219,1172.62,18,°,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Beginning,1.30732,1.30732,1.30732,0.000188024,1.30732,1.30732,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Diameter Type=Spine Attachment,0.722445,1.65973,1.10224,0.265245,1.06292,25.3515,23,um,Point,,,0,,,,,1,Spine Attachment,
Pt Diameter Type=Dendrite Terminal,0.589938,0.589938,0.589938,9.90066e-05,0.589938,0.589938,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Diameter Type=Spine Terminal,0.45,0.959721,0.59974,0.157893,0.546269,17.3925,29,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning,
Pt Distance Type=Spine Attachment,0.437432,93.7584,31.5665,24.0943,24.9013,726.03,23,um,Point,,,0,,,,,1,Spine Attachment,
Pt Distance Type=Dendrite Terminal,95.6482,95.6482,95.6482,0,95.6482,95.6482,1,um,Point,,,0,,,,,1,Dendrite Terminal,
Pt Distance Type=Spine Terminal,1.51843,94.3497,30.3248,22.7435,20.7347,879.418,29,um,Point,,,0,,,,,1,Spine Terminal,
Pt Distance from Origin Type=Dendrite Beginning,179.895,179.895,179.895,0,179.895,179.895,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,
Pt Distance from Origin Type=Dendrite Terminal,175.554,175.554,175.554,0.0266481,175.554,175.554,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,
Pt Distance from Origin Type=Spine Attachment,167.695,179.603,172.746,3.66756,172.647,3973.17,23,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment,
Pt Distance from Origin Type=Spine Terminal,166.651,178.943,173.212,3.35021,173.96,5023.14,29,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,23,,Point,,,0,,,,,1,Spine Attachment,
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,29,,Point,,,0,,,,,1,Spine Terminal,
Pt Position X Type=Dendrite Beginning,83.4223,83.4223,83.4223,0.00638737,83.4223,83.4223,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position X Type=Dendrite Terminal,148.037,148.037,148.037,0.0243737,148.037,148.037,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position X Type=Spine Attachment,83.453,146.407,103.508,16.132,98.8477,2380.68,23,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position X Type=Spine Terminal,82.0204,146.765,101.929,15.5569,95.7439,2955.94,29,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Y Type=Dendrite Beginning,159.226,159.226,159.226,0.0263723,159.226,159.226,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Y Type=Dendrite Terminal,94.1063,94.1063,94.1063,0,94.1063,94.1063,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Y Type=Spine Attachment,94.8248,158.891,136.23,16.787,140.541,3133.28,23,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Y Type=Spine Terminal,94.8422,158.851,138.174,15.9109,145.21,4007.06,29,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Position Z Type=Dendrite Beginning,7.07655,7.07655,7.07655,0,7.07655,7.07655,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning,
Pt Position Z Type=Dendrite Terminal,6.94734,6.94734,6.94734,0.000641414,6.94734,6.94734,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal,
Pt Position Z Type=Spine Attachment,5.51443,7.47072,6.32715,0.561777,6.30222,145.524,23,um,Point,,Pt Position,0,,,,,1,Spine Attachment,
Pt Position Z Type=Spine Terminal,4.73795,7.54531,5.99961,0.837059,6.16318,173.989,29,um,Point,,Pt Position,0,,,,,1,Spine Terminal,
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Type=Spine Attachment,0,0,0,0,0,0,23,s,Point,,,0,,,,,1,Spine Attachment,
Pt Time Type=Spine Terminal,0,0,0,0,0,0,29,s,Point,,,0,,,,,1,Spine Terminal,
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning,
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal,
Pt Time Index Type=Spine Attachment,1,1,1,0,1,23,23,,Point,,,0,,,,,1,Spine Attachment,
Pt Time Index Type=Spine Terminal,1,1,1,0,1,29,29,,Point,,,0,,,,,1,Spine Terminal,
Spine Area,0.976235,3.86406,2.10751,0.725415,2.00369,61.1178,29,um^2,Spine,,,0,,,1,,1,,
Spine Attachment Pt Branching Angle,38.6055,89.8914,65.1456,15.1295,69.8219,1172.62,18,°,Spine,,,0,,,1,,1,,
Spine Attachment Pt Diameter,0.722445,1.65973,1.11368,0.248008,1.08781,32.2967,29,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance,0.437432,93.7584,28.9746,22.8842,18.787,840.263,29,um,Spine,,,0,,,1,,1,,
Spine Attachment Pt Distance from Origin,167.695,179.603,172.746,3.66756,172.647,3973.17,23,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,,
Spine Attachment Pt Generation,0,0,0,0,0,0,23,,Spine,,,0,,,1,,1,,
Spine Attachment Pt Position X,83.453,146.407,103.508,16.132,98.8477,2380.68,23,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Y,94.8248,158.891,136.23,16.787,140.541,3133.28,23,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Position Z,5.51443,7.47072,6.32715,0.561777,6.30222,145.524,23,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,,
Spine Attachment Pt Time,0,0,0,0,0,0,23,s,Spine,,,0,,,1,,1,,
Spine Attachment Pt Time Index,1,1,1,0,1,23,23,,Spine,,,0,,,1,,1,,
Spine Branch Depth,0,0,0,0,0,0,29,,Spine,,,0,,,1,,1,,
Spine Branch Level,1,1,1,0,1,29,29,,Spine,,,0,,,1,,1,,
Spine Branchings,0,0,0,0,0,0,29,,Spine,,,0,,,1,,1,,
Spine Length,0.554662,2.1181,1.0932,0.396004,1.00988,31.7029,29,um,Spine,,,0,,,1,,1,,
Spine Max Diameter,0.869079,1.65973,1.1426,0.218468,1.08781,33.1353,29,um,Spine,,,0,,,1,,1,,
Spine Mean Diameter,0.527588,1.29787,0.780707,0.18284,0.79369,22.6405,29,um,Spine,,,0,,,1,,1,,
Spine Min Diameter,0.45,0.959721,0.571714,0.154622,0.460759,16.5797,29,um,Spine,,,0,,,1,,1,,
Spine Neck Length,0,1.31646,0.367874,0.390689,0.295488,10.6683,29,um,Spine,,,0,,,1,,1,,
Spine Neck Max Diameter,0,1.11631,0.511848,0.373139,0.467772,14.8436,29,um,Spine,,,0,,,1,,1,,
Spine Neck Mean Diameter,0,1.08244,0.451744,0.327256,0.455094,13.1006,29,um,Spine,,,0,,,1,,1,,
Spine Neck Min Diameter,0,1.04713,0.418394,0.309062,0.45,12.1334,29,um,Spine,,,0,,,1,,1,,
Spine Neck Volume,0,0.527551,0.185707,0.157708,0.128122,5.3855,29,um^3,Spine,,,0,,,1,,1,,
Spine Orientation Angle,-178.409,140.046,-19.467,92.8551,7.77091,-564.544,29,°,Spine,,,0,,,1,,1,,
Spine Part Length Ground,0,0.749665,0.218089,0.204507,0.148673,6.32458,29,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Head,0.305129,0.81425,0.543494,0.105498,0.533941,15.7613,29,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Length Neck,0,0.962312,0.341003,0.279629,0.291933,9.88907,29,um,Spine,,Spine Part Length,0,,,1,,1,,
Spine Part Max Diameter Ground,0.869079,1.65973,1.1414,0.219422,1.08781,33.1006,29,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Head,0.45,1.17572,0.666064,0.2084,0.635927,19.3159,29,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Max Diameter Neck,0,1.09595,0.520329,0.36428,0.474841,15.0895,29,um,Spine,,Spine Part Max Diameter,0,,,1,,1,,
Spine Part Mean Diameter Ground,0.624573,1.45131,0.95127,0.203358,0.950034,27.5868,29,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Head,0.45,1.06772,0.621982,0.179988,0.577188,18.0375,29,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Mean Diameter Neck,0,1.0655,0.485838,0.336736,0.466772,14.0893,29,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,,
Spine Part Min Diameter Ground,0.45,1.2878,0.788497,0.244212,0.778444,22.8664,29,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Head,0.45,0.959721,0.578821,0.158969,0.461461,16.7858,29,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Min Diameter Neck,0,1.04847,0.462817,0.326284,0.45,13.4217,29,um,Spine,,Spine Part Min Diameter,0,,,1,,1,,
Spine Part Volume Ground,0,0.511475,0.173178,0.171096,0.146391,5.02215,29,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Head,0.0489519,0.433509,0.138125,0.0856228,0.105103,4.00562,29,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Part Volume Neck,0,0.36917,0.0981407,0.0909242,0.090868,2.84608,29,um^3,Spine,,Spine Part Volume,0,,,1,,1,,
Spine Position X,82.8374,146.463,101.847,15.37,95.1428,2953.56,29,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Y,94.8256,158.897,138.084,15.9948,145.161,4004.44,29,um,Spine,,Spine Position,0,,,1,,1,,
Spine Position Z,5.19161,7.45652,6.13357,0.602703,6.02686,177.874,29,um,Spine,,Spine Position,0,,,1,,1,,
Spine Resistance,0.742711,10.3928,4.32912,3.06304,3.41801,125.545,29,1/um,Spine,,,0,,,1,,1,,
Spine Straightness,0.810093,0.997584,0.927634,0.0494693,0.943749,26.9014,29,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Diameter,0.45,0.959721,0.59974,0.157893,0.546269,17.3925,29,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance,1.51843,94.3497,30.3248,22.7435,20.7347,879.418,29,um,Spine,,,0,,,1,,1,,
Spine Terminal Pt Distance from Origin,166.651,178.943,173.212,3.35021,173.96,5023.14,29,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,,
Spine Terminal Pt Generation,0,0,0,0,0,0,29,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Intensity Center,430,3580,1790.59,812.675,1736,51927,29,,Spine,1,,0,,Image 1,,,1,,
Spine Terminal Pt Position X,82.0204,146.765,101.929,15.5569,95.7439,2955.94,29,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Y,94.8422,158.851,138.174,15.9109,145.21,4007.06,29,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Position Z,4.73795,7.54531,5.99961,0.837059,6.16318,173.989,29,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,,
Spine Terminal Pt Time,0,0,0,0,0,0,29,s,Spine,,,0,,,1,,1,,
Spine Terminal Pt Time Index,1,1,1,0,1,29,29,,Spine,,,0,,,1,,1,,
Spine Terminal Pt Volume,0.0477129,0.462843,0.137663,0.109673,0.0853529,3.99221,29,um^3,Spine,,,0,,,1,,1,,
Spine Time,0,0,0,0,0,0,29,s,Spine,,,0,,,1,,1,,
Spine Time Index,1,1,1,0,1,29,29,,Spine,,,0,,,1,,1,,
Spine Volume,0.0999256,0.723885,0.314028,0.153818,0.255832,9.1068,29,um^3,Spine,,,0,,,1,,1,,
